,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,19720000.0,24056000.0,18695000.0,26096000.0
Total Cashflows From Investing Activities,-2032379000.0,-3501809000.0,-1639684000.0,-1254507000.0
Net Borrowings,872986000.0,1258205000.0,391729000.0,158316000.0
Total Cash From Financing Activities,1692079000.0,2492602000.0,707871000.0,375118000.0
Issuance Of Stock,1832930000.0,2118016000.0,1134478000.0,1396566000.0
Net Income,395486000.0,436482000.0,363614000.0,318798000.0
Change In Cash,779674000.0,49934000.0,8929000.0,-3539000.0
Effect Of Exchange Rate,4431000.0,-9796000.0,-9796000.0,-9796000.0
Total Cash From Operating Activities,1115543000.0,1068937000.0,940742000.0,875850000.0
Depreciation,699978000.0,613297000.0,556632000.0,512801000.0
Dividends Paid,-964167000.0,-852134000.0,-761582000.0,-695462000.0
Change To Account Receivables,-79240000.0,-8954000.0,-6901000.0,-92000.0
Other Cashflows From Financing Activities,-49670000.0,-10362000.0,-54002000.0,-75552000.0
Change To Netincome,68596000.0,-5739000.0,-319000.0,9973000.0
Repurchase Of Stock,,-21123000.0,-2752000.0,-2752000.0
Other Cashflows From Investing Activities,,-14603000.0,7448000.0,6911000.0
