,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Capital Surplus,16638000000.0,16585000000.0,16552000000.0,16505000000.0
1,Total Liab,61693000000.0,61055000000.0,61491000000.0,64574000000.0
2,Total Stockholder Equity,8482000000.0,8538000000.0,8811000000.0,10098000000.0
3,Other Current Liab,1120000000.0,1074000000.0,1330000000.0,1445000000.0
4,Total Assets,79937000000.0,79355000000.0,80064000000.0,84434000000.0
5,Common Stock,217000000.0,217000000.0,216000000.0,216000000.0
6,Other Current Assets,3150000000.0,2585000000.0,2688000000.0,5055000000.0
7,Retained Earnings,2533000000.0,2639000000.0,2996000000.0,4317000000.0
8,Other Liab,15462000000.0,15726000000.0,16060000000.0,16495000000.0
9,Treasury Stock,-10906000000.0,-10903000000.0,-10953000000.0,-10940000000.0
10,Other Assets,1138000000.0,1089000000.0,1044000000.0,998000000.0
11,Cash,4569000000.0,2270000000.0,2008000000.0,1896000000.0
12,Total Current Liabilities,9586000000.0,8631000000.0,8223000000.0,10500000000.0
13,Short Long Term Debt,1424000000.0,1208000000.0,1334000000.0,3536000000.0
14,Other Stockholder Equity,-238000000.0,-235000000.0,-288000000.0,-283000000.0
15,Property Plant Equipment,62706000000.0,65022000000.0,66951000000.0,69617000000.0
16,Total Current Assets,12844000000.0,10074000000.0,8819000000.0,10694000000.0
17,Long Term Investments,3249000000.0,3170000000.0,3250000000.0,3125000000.0
18,Net Tangible Assets,8482000000.0,8538000000.0,8811000000.0,10098000000.0
19,Net Receivables,3288000000.0,3046000000.0,2225000000.0,2083000000.0
20,Long Term Debt,35730000000.0,35740000000.0,36251000000.0,36501000000.0
21,Inventory,1837000000.0,2173000000.0,1898000000.0,1660000000.0
22,Accounts Payable,3544000000.0,3416000000.0,2987000000.0,2682000000.0
0,Investments,-10000000.0,486000000.0,-79000000.0,-15000000.0
1,Change To Liabilities,517000000.0,-42000000.0,-3228000000.0,4708000000.0
2,Total Cashflows From Investing Activities,-754000000.0,-282000000.0,1579000000.0,-292000000.0
3,Total Cash From Financing Activities,-262000000.0,-354000000.0,-2863000000.0,301000000.0
4,Change To Operating Activities,-23000000.0,-82000000.0,1590000000.0,-1432000000.0
5,Issuance Of Stock,8000000.0,6000000.0,8000000.0,18000000.0
6,Net Income,103000000.0,-146000000.0,-1112000000.0,-3575000000.0
7,Change In Cash,2298000000.0,274000000.0,120000000.0,861000000.0
8,Total Cash From Operating Activities,3314000000.0,910000000.0,1404000000.0,852000000.0
9,Depreciation,2392000000.0,2329000000.0,1841000000.0,1936000000.0
10,Other Cashflows From Investing Activities,-38000000.0,-84000000.0,196000000.0,11000000.0
11,Change To Inventory,369000000.0,-311000000.0,-484000000.0,-41000000.0
12,Change To Account Receivables,-242000000.0,-937000000.0,2062000000.0,-3999000000.0
13,Other Cashflows From Financing Activities,-270000000.0,28000000.0,-331000000.0,-51000000.0
14,Change To Netincome,205000000.0,74000000.0,713000000.0,3320000000.0
15,Capital Expenditures,-698000000.0,-579000000.0,-614000000.0,-246000000.0
16,Net Borrowings,,-174000000.0,-2321000000.0,341000000.0
17,Repurchase Of Stock,,-3000000.0,-8000000.0,-8000000.0
18,Dividends Paid,,-211000000.0,-211000000.0,-7000000.0
