,2021-07-30,2021-04-30,2021-01-29,2020-10-30
Intangible Assets,1199000000.0,1106000000.0,1138000000.0,1177000000.0
Capital Surplus,945000000.0,965000000.0,1004000000.0,1010000000.0
Total Liab,4277000000.0,4225000000.0,4171000000.0,4365000000.0
Total Stockholder Equity,1618000000.0,1577000000.0,1542000000.0,1499000000.0
Minority Interest,10000000.0,10000000.0,10000000.0,11000000.0
Other Current Liab,114000000.0,116000000.0,128000000.0,169000000.0
Total Assets,5905000000.0,5812000000.0,5723000000.0,5875000000.0
Other Current Assets,5000000.0,156000000.0,22000000.0,8000000.0
Retained Earnings,747000000.0,687000000.0,627000000.0,587000000.0
Other Liab,238000000.0,237000000.0,244000000.0,271000000.0
Good Will,2899000000.0,2787000000.0,2787000000.0,2789000000.0
Treasury Stock,-74000000.0,-75000000.0,-89000000.0,-98000000.0
Other Assets,108000000.0,116000000.0,138000000.0,135000000.0
Cash,133000000.0,261000000.0,171000000.0,182000000.0
Total Current Liabilities,1383000000.0,1398000000.0,1275000000.0,1433000000.0
Short Long Term Debt,207000000.0,202000000.0,185000000.0,216000000.0
Other Stockholder Equity,-74000000.0,-75000000.0,-89000000.0,-98000000.0
Property Plant Equipment,326000000.0,333000000.0,344000000.0,349000000.0
Total Current Assets,1343000000.0,1440000000.0,1289000000.0,1401000000.0
Long Term Investments,30000000.0,30000000.0,27000000.0,24000000.0
Net Tangible Assets,-2480000000.0,-2316000000.0,-2383000000.0,-2467000000.0
Net Receivables,1064000000.0,1023000000.0,962000000.0,1052000000.0
Long Term Debt,2461000000.0,2390000000.0,2447000000.0,2446000000.0
Inventory,141000000.0,,78000000.0,159000000.0
Accounts Payable,688000000.0,677000000.0,517000000.0,610000000.0
Deferred Long Term Liab,,,15000000.0,16000000.0
Deferred Long Term Asset Charges,,,35000000.0,
