,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-461739000.0,-116038000.0,-1019364000.0,-179946000.0
Change To Liabilities,148703000.0,55892000.0,18044000.0,137921000.0
Total Cashflows From Investing Activities,-1415143000.0,-452232000.0,-1220624000.0,-387168000.0
Net Borrowings,515814000.0,196530000.0,1256000.0,-5543000.0
Total Cash From Financing Activities,113924000.0,-445069000.0,514735000.0,128024000.0
Change To Operating Activities,-471334000.0,-415321000.0,-450756000.0,-472047000.0
Net Income,696429000.0,707410000.0,474496000.0,423049000.0
Change In Cash,-210493000.0,18830000.0,79903000.0,381088000.0
Repurchase Of Stock,-138603000.0,-2066000.0,-18801000.0,-18801000.0
Effect Of Exchange Rate,6067000.0,3042000.0,-7373000.0,8098000.0
Total Cash From Operating Activities,1084659000.0,913089000.0,793165000.0,632134000.0
Depreciation,148979000.0,129021000.0,125927000.0,122753000.0
Other Cashflows From Investing Activities,123000.0,960000.0,960000.0,960000.0
Dividends Paid,-198663000.0,-188440000.0,-178487000.0,-159284000.0
Change To Account Receivables,-52870000.0,-27240000.0,5264000.0,12426000.0
Other Cashflows From Financing Activities,-64624000.0,-451093000.0,710767000.0,290119000.0
Change To Netincome,585443000.0,446928000.0,578111000.0,510851000.0
Capital Expenditures,-114084000.0,-106979000.0,-118170000.0,-134206000.0
Issuance Of Stock,,,,2732000.0
