,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1105500000.0,1160500000.0,1173300000.0,1236600000.0
Capital Surplus,2482600000.0,2502700000.0,2709700000.0,
Total Liab,1956300000.0,2047800000.0,1865600000.0,933700000.0
Total Stockholder Equity,2409800000.0,2592500000.0,2687100000.0,3791300000.0
Other Current Liab,133800000.0,126900000.0,140900000.0,98400000.0
Total Assets,4366100000.0,4640300000.0,4552700000.0,4725000000.0
Common Stock,1700000.0,1700000.0,1800000.0,3848400000.0
Other Current Assets,17500000.0,11400000.0,12300000.0,33100000.0
Retained Earnings,20700000.0,186700000.0,83400000.0,
Other Liab,542600000.0,504800000.0,474700000.0,542800000.0
Good Will,2098200000.0,2279100000.0,2234300000.0,2238200000.0
Treasury Stock,-95200000.0,-98600000.0,-107800000.0,-57100000.0
Other Assets,63000000.0,73300000.0,33800000.0,251800000.0
Cash,122500000.0,106400000.0,159000000.0,26900000.0
Total Current Liabilities,450000000.0,462200000.0,461700000.0,390900000.0
Deferred Long Term Asset Charges,29800000.0,40900000.0,4600000.0,
Short Long Term Debt,20000000.0,17500000.0,12500000.0,
Other Stockholder Equity,-95200000.0,-98600000.0,-107800000.0,-57100000.0
Property Plant Equipment,335000000.0,328700000.0,264800000.0,265800000.0
Total Current Assets,764400000.0,798700000.0,846500000.0,732600000.0
Net Tangible Assets,-793900000.0,-847100000.0,-720500000.0,316500000.0
Net Receivables,359400000.0,403700000.0,415300000.0,419200000.0
Long Term Debt,928000000.0,1047100000.0,929200000.0,
Inventory,235200000.0,244700000.0,228200000.0,224100000.0
Accounts Payable,171100000.0,187100000.0,186400000.0,174100000.0
