,Unnamed: 0,2020-11-30,2019-11-30,2018-11-30,2017-11-30
0,Intangible Assets,3846100000.0,4169000000.0,4484800000.0,4188300000.0
1,Capital Surplus,7830200000.0,7769400000.0,7680400000.0,7612100000.0
2,Total Liab,7592000000.0,7656300000.0,8035900000.0,6530900000.0
3,Total Stockholder Equity,8529400000.0,8415800000.0,8020500000.0,8004400000.0
4,Minority Interest,13800000.0,15100000.0,5900000.0,19100000.0
5,Other Current Liab,980400000.0,964100000.0,894800000.0,796300000.0
6,Total Assets,16135200000.0,16087200000.0,16062300000.0,14554400000.0
7,Common Stock,4800000.0,4800000.0,4700000.0,4700000.0
8,Other Current Assets,216000000.0,305600000.0,186500000.0,155800000.0
9,Retained Earnings,3842100000.0,3295000000.0,2743100000.0,2217600000.0
10,Other Liab,673800000.0,812700000.0,826400000.0,1007500000.0
11,Good Will,9908700000.0,9836300000.0,9836000000.0,8778500000.0
12,Treasury Stock,-3147700000.0,-2653400000.0,-2407700000.0,-1830000000.0
13,Other Assets,125500000.0,115900000.0,62500000.0,41300000.0
14,Cash,125600000.0,111500000.0,120000000.0,133800000.0
15,Total Current Liabilities,1978800000.0,1969200000.0,2320300000.0,1906100000.0
16,Deferred Long Term Asset Charges,27100000.0,17800000.0,14600000.0,7100000.0
17,Other Stockholder Equity,-107900000.0,-261600000.0,-298900000.0,-85000000.0
18,Property Plant Equipment,1021600000.0,658200000.0,579600000.0,531300000.0
19,Total Current Assets,1233300000.0,1307800000.0,1099400000.0,1015000000.0
20,Net Tangible Assets,-5225400000.0,-5589500000.0,-6300300000.0,-4962400000.0
21,Net Receivables,891700000.0,890700000.0,792900000.0,725400000.0
22,Long Term Debt,4636100000.0,4867800000.0,4881900000.0,3613100000.0
23,Accounts Payable,48200000.0,59700000.0,42200000.0,53400000.0
24,Short Long Term Debt,,,539900000.0,576000000.0
0,Change To Liabilities,-11600000.0,54300000.0,58700000.0,-15300000.0
1,Total Cashflows From Investing Activities,205000000.0,-271500000.0,-2112100000.0,-646300000.0
2,Net Borrowings,-225000000.0,-557200000.0,1494400000.0,813300000.0
3,Total Cash From Financing Activities,-1344600000.0,-958000000.0,873000000.0,-329300000.0
4,Change To Operating Activities,19300000.0,55400000.0,118700000.0,-58700000.0
5,Issuance Of Stock,229000000.0,177700000.0,230000000.0,331600000.0
6,Net Income,870700000.0,502700000.0,542300000.0,416900000.0
7,Change In Cash,14100000.0,-8500000.0,-13800000.0,-5100000.0
8,Repurchase Of Stock,-1078200000.0,-575600000.0,-767500000.0,-1407700000.0
9,Effect Of Exchange Rate,14900000.0,-30300000.0,-64200000.0,9000000.0
10,Total Cash From Operating Activities,1138800000.0,1251300000.0,1289500000.0,961500000.0
11,Depreciation,591600000.0,573100000.0,541200000.0,492500000.0
12,Other Cashflows From Investing Activities,7900000.0,-20400000.0,-13200000.0,15000000.0
13,Dividends Paid,-270400000.0,-270400000.0,-270400000.0,-270400000.0
14,Change To Account Receivables,1600000.0,-67900000.0,-11800000.0,-27500000.0
15,Change To Netincome,-291600000.0,56800000.0,17900000.0,168300000.0
16,Capital Expenditures,-274800000.0,-278100000.0,-222700000.0,-260200000.0
17,Other Cashflows From Financing Activities,,-2900000.0,-83900000.0,-66500000.0
