,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,4864000.0,6840000.0,12686000.0,13025000.0
1,Capital Surplus,6223256000.0,5790775000.0,5732466000.0,5600256000.0
2,Total Liab,3121195000.0,3081319000.0,3027739000.0,2703474000.0
3,Total Stockholder Equity,5788740000.0,5335072000.0,5251611000.0,5149245000.0
4,Minority Interest,683336000.0,683364000.0,721777000.0,726195000.0
5,Other Current Liab,175971000.0,142890000.0,142059000.0,146308000.0
6,Total Assets,9593625000.0,9100109000.0,9001481000.0,8608768000.0
7,Common Stock,3166000.0,3007000.0,2966000.0,2867000.0
8,Other Current Assets,450670000.0,401294000.0,280779000.0,209710000.0
9,Retained Earnings,-443522000.0,-465368000.0,-491214000.0,-453953000.0
10,Good Will,120279000.0,120279000.0,120279000.0,120279000.0
11,Treasury Stock,5840000.0,6658000.0,7393000.0,75000.0
12,Other Assets,181156000.0,252570000.0,362918000.0,79411000.0
13,Cash,137060000.0,37575000.0,30284000.0,46156000.0
14,Total Current Liabilities,286721000.0,243906000.0,224196000.0,339284000.0
15,Other Stockholder Equity,5840000.0,6658000.0,7393000.0,75000.0
16,Property Plant Equipment,8503758000.0,8121498000.0,8077041000.0,8042036000.0
17,Total Current Assets,664793000.0,505321000.0,346102000.0,286010000.0
18,Long Term Investments,118775000.0,93601000.0,82455000.0,68007000.0
19,Net Tangible Assets,5663597000.0,5207953000.0,5118646000.0,5015941000.0
20,Net Receivables,77063000.0,66452000.0,35039000.0,30144000.0
21,Long Term Debt,2817412000.0,2833497000.0,2803543000.0,2364190000.0
22,Accounts Payable,432000.0,5037000.0,195000.0,1726000.0
23,Other Liab,,,4967000.0,
24,Short Long Term Debt,,,,111697000.0
0,Investments,99173000.0,9447000.0,28517000.0,9292000.0
1,Change To Liabilities,14193000.0,17408000.0,11772000.0,9814000.0
2,Total Cashflows From Investing Activities,-642925000.0,-376866000.0,-674408000.0,-837479000.0
3,Net Borrowings,-22501000.0,26427000.0,301843000.0,-463848000.0
4,Total Cash From Financing Activities,269783000.0,-92116000.0,255917000.0,384100000.0
5,Change To Operating Activities,-1708000.0,-14495000.0,-30100000.0,-13494000.0
6,Issuance Of Stock,421111000.0,11524000.0,10707000.0,695697000.0
7,Net Income,140374000.0,141039000.0,108273000.0,80999000.0
8,Change In Cash,100958000.0,-11095000.0,-7609000.0,-67418000.0
9,Repurchase Of Stock,-1651000.0,-834000.0,-35515000.0,-553000.0
10,Total Cash From Operating Activities,474100000.0,457887000.0,410882000.0,385961000.0
11,Depreciation,339053000.0,321293000.0,307685000.0,288090000.0
12,Other Cashflows From Investing Activities,3331000.0,-5000000.0,6340000.0,-8937000.0
13,Dividends Paid,-116195000.0,-114960000.0,-125553000.0,-85023000.0
14,Change To Account Receivables,-15633000.0,-2784000.0,-12172000.0,-11020000.0
15,Other Cashflows From Financing Activities,-10981000.0,-14273000.0,-10565000.0,-32173000.0
16,Change To Netincome,-13710000.0,-20031000.0,3931000.0,10660000.0
17,Capital Expenditures,-18694000.0,-6121000.0,-3156000.0,-55048000.0
