,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,70081000.0,76668000.0,1477000.0,2030000.0
Capital Surplus,1660379000.0,1012218000.0,498553000.0,435607000.0
Total Liab,942527000.0,771808000.0,220346000.0,219618000.0
Total Stockholder Equity,1328015000.0,698426000.0,244651000.0,152279000.0
Other Current Liab,61630000.0,41540000.0,49880000.0,36509000.0
Total Assets,2270542000.0,1470234000.0,464997000.0,371897000.0
Common Stock,13000.0,12000.0,11000.0,10000.0
Other Current Assets,434000.0,3554000.0,,3007000.0
Retained Earnings,-332406000.0,-313833000.0,-253896000.0,-283338000.0
Other Liab,24402000.0,17071000.0,26342000.0,56360000.0
Good Will,73058000.0,74116000.0,1382000.0,1382000.0
Treasury Stock,29000.0,29000.0,-17000.0,
Other Assets,8369000.0,7234000.0,3939000.0,8832000.0
Cash,1092815000.0,515479000.0,155564000.0,177250000.0
Total Current Liabilities,520321000.0,358301000.0,194004000.0,163258000.0
Short Long Term Debt,4874000.0,4866000.0,,
Other Stockholder Equity,29000.0,29000.0,-17000.0,
Property Plant Equipment,421394000.0,386553000.0,25264000.0,14736000.0
Total Current Assets,1697640000.0,925663000.0,432935000.0,344917000.0
Net Tangible Assets,1184876000.0,547642000.0,241792000.0,148867000.0
Net Receivables,531283000.0,336261000.0,183831000.0,124666000.0
Long Term Debt,89868000.0,94742000.0,,
Inventory,53895000.0,49714000.0,35585000.0,32740000.0
Accounts Payable,112314000.0,115227000.0,56576000.0,56413000.0
Short Term Investments,,,42146000.0,
Deferred Long Term Liab,,,,5403000.0
