,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,232000000.0,224000000.0,228000000.0,224000000.0
Capital Surplus,1247000000.0,1248000000.0,1239000000.0,1214000000.0
Total Liab,4321000000.0,4253000000.0,4202000000.0,4208000000.0
Total Stockholder Equity,1868000000.0,1816000000.0,1828000000.0,2131000000.0
Minority Interest,273000000.0,264000000.0,265000000.0,244000000.0
Other Current Liab,29000000.0,88000000.0,42000000.0,20000000.0
Total Assets,6462000000.0,6333000000.0,6295000000.0,6583000000.0
Common Stock,55000000.0,55000000.0,55000000.0,55000000.0
Retained Earnings,9089000000.0,8948000000.0,8779000000.0,8694000000.0
Other Liab,357000000.0,349000000.0,210000000.0,379000000.0
Good Will,390000000.0,388000000.0,391000000.0,369000000.0
Treasury Stock,-8523000000.0,-8435000000.0,-8245000000.0,-7832000000.0
Other Assets,335000000.0,336000000.0,131000000.0,301000000.0
Cash,547000000.0,562000000.0,585000000.0,859000000.0
Total Current Liabilities,1589000000.0,1531000000.0,1441000000.0,1441000000.0
Other Stockholder Equity,-74000000.0,-81000000.0,-61000000.0,-134000000.0
Property Plant Equipment,1436000000.0,1441000000.0,1605000000.0,1394000000.0
Total Current Assets,4057000000.0,3934000000.0,3919000000.0,4273000000.0
Long Term Investments,12000000.0,10000000.0,21000000.0,22000000.0
Net Tangible Assets,1246000000.0,1204000000.0,1209000000.0,1538000000.0
Net Receivables,1634000000.0,1576000000.0,1474000000.0,1485000000.0
Long Term Debt,2375000000.0,2373000000.0,2389000000.0,2388000000.0
Inventory,1707000000.0,1675000000.0,1733000000.0,1780000000.0
Accounts Payable,954000000.0,887000000.0,779000000.0,836000000.0
Short Long Term Debt,,7000000.0,8000000.0,12000000.0
Other Current Assets,,,7000000.0,29000000.0
Deferred Long Term Asset Charges,,,14000000.0,11000000.0
