Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab,Other Current Assets,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
1980-03-17,0.0,3.3125,3.143749952316284,3.150000095367432,3.040889024734497,172000,KEX,1.0238094062031706,1.4761903977862407,2.0158729374687803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-18,0.0,3.125,2.962500095367432,3.112499952316284,3.004687786102295,108000,KEX,1.020080342317371,1.4919680693801125,2.112449726539991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-19,0.0,3.143749952316284,3.075000047683716,3.075000047683716,2.968486785888672,32000,KEX,0.9918698782144284,1.5325204871422862,2.203252080840844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-20,0.0,3.075000047683716,3.012500047683716,3.075000047683716,2.968486785888672,36000,KEX,1.032520326509212,1.699186939631521,2.113821062465705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-21,0.0,3.0625,3.056250095367432,3.056250095367432,2.9503862857818604,8000,KEX,1.063394634441867,1.8159508944657523,2.159509267894628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-24,0.0,3.075000047683716,2.950000047683716,2.950000047683716,2.847816705703736,148000,KEX,1.1313559112734457,1.8644066122214629,2.2033896630689207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-25,0.0,2.900000095367432,2.8499999046325684,2.8499999046325684,2.7512803077697754,106000,KEX,1.219298307946494,1.9692985245897945,2.285087852324834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-26,0.0,2.837500095367432,2.775000095367432,2.775000095367432,2.6788783073425293,508000,KEX,1.2432432985671986,2.0,2.34684688453128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-27,0.0,2.6624999046325684,2.299999952316284,2.400000095367432,2.3168678283691406,218000,KEX,1.427083281880554,2.559895974828477,2.697916409402769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-28,0.0,2.7249999046325684,2.3499999046325684,2.7249999046325684,2.630610227584839,170000,KEX,1.2201835868488369,2.3692662190572977,2.3853210277463006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-31,0.0,2.8499999046325684,2.75,2.837500095367432,2.739213466644287,276000,KEX,1.233480116012629,2.396475823071863,2.2907487744464445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04-01,0.0,3.200000047683716,2.9749999046325684,3.15625,3.046922445297241,118000,KEX,1.1089108453793075,2.106930833142732,2.0435641816537595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04-02,0.0,3.299999952316284,3.125,3.2249999046325684,3.113290786743164,88000,KEX,1.054263686996136,2.124031175161325,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04-03,0.0,3.25,3.200000047683716,3.200000047683716,3.0891568660736084,56000,KEX,1.050781273214049,2.082031275625898,2.0234374632192997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04-07,0.0,3.212500095367432,3.0,3.0,2.896084785461426,90000,KEX,1.1333333333333333,2.1791664814366603,2.141666543179996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04-08,0.0,3.125,3.0,3.125,3.0167548656463623,60000,KEX,1.0859999935194191,2.032000001264504,2.0360001002119072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04-09,0.0,3.2249999046325684,3.150000095367432,3.2249999046325684,3.113290786743164,20000,KEX,1.0620155875806627,1.8139536201624615,1.961240420496477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
