Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-10-29,9.699999809265137,9.699999809265137,9.600000381469728,9.600000381469728,9.600000381469728,261100,CLVT,0.9968749285986056,1.1531249223897886,1.4041665631863844,1.055315029975959,-0.0584401013773534,0.0687118737992902,0.2448408534106185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,20100,CLVT,0.9968749285986056,1.15416661285692,1.386458321950502,1.039498234163286,-0.0426233055646803,0.0949090814639508,0.283961161779521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,0,CLVT,0.9958333374725444,1.151041640796596,1.3927082660711498,1.0407634740694096,-0.0449301365968651,0.1095217009357278,0.2899913940406806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,100,CLVT,0.9968749285986056,1.1708332629667413,1.3906249844779577,0.9864869819371144,0.0103879466614912,0.145657444081835,0.3030264713150254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,9.539999961853027,9.609999656677246,9.539999961853027,9.609999656677246,9.609999656677246,1000100,CLVT,0.9927159524115506,1.185223803354532,1.3839750953054115,0.988961756405294,0.0037541960062565,0.1536739295278397,0.2832829426929564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,9.600000381469728,9.600000381469728,9.539999961853027,9.600000381469728,9.600000381469728,251200,CLVT,0.9947916470054128,1.1989583095328682,1.3885416035436946,0.9641545570690644,0.0306370899363485,0.156567518632841,0.2990738672971009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,9.619999885559082,9.619999885559082,9.550000190734863,9.600000381469728,9.600000381469728,107300,CLVT,0.9958333374725444,1.202083281593192,1.3760416159613282,0.9564908430667262,0.0393424944058182,0.1614077212374436,0.3003947912801734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-08,9.550000190734863,9.579999923706056,9.529999732971191,9.5600004196167,9.5600004196167,131000,CLVT,1.0,1.206066864736966,1.3797070085183265,0.9476590583772034,0.0523409416227965,0.1701874158138545,0.3117567286948157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-09,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,9.600000381469728,400,CLVT,0.9958333374725444,1.1718749534338728,1.3499999503294644,0.9499672718524812,0.0458660656200633,0.1223609547677462,0.2856307427034361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,9.579999923706056,9.579999923706056,9.579999923706056,9.579999923706056,9.579999923706056,2000,CLVT,0.996868503840281,1.148225478872928,1.3611691091546958,0.9321128663785744,0.0647556374617066,0.0793193532530487,0.2807468108678068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
