,Unnamed: 0,2021-03-31,2020-03-31,2019-03-31,2018-03-31
0,Intangible Assets,149484000.0,201592000.0,259123000.0,330115000.0
1,Capital Surplus,1653328000.0,1573347000.0,,
2,Total Liab,1142617000.0,1081173000.0,2201624000.0,2167692000.0
3,Total Stockholder Equity,1113601000.0,965704000.0,-390258000.0,-268690000.0
4,Deferred Long Term Liab,48638000.0,39736000.0,31545000.0,20519000.0
5,Other Current Liab,518389000.0,407165000.0,282903000.0,1947821000.0
6,Total Assets,2256218000.0,2046877000.0,1811366000.0,1899002000.0
7,Common Stock,283000.0,281000.0,,
8,Other Current Assets,51058000.0,39019000.0,29061000.0,18995000.0
9,Retained Earnings,-513799000.0,-589819000.0,-176002000.0,-59808000.0
10,Other Liab,64590000.0,81005000.0,238930000.0,164713000.0
11,Good Will,1271195000.0,1270733000.0,1270120000.0,1270937000.0
12,Treasury Stock,-26211000.0,-18105000.0,-214256000.0,-208882000.0
13,Other Assets,75382000.0,55267000.0,50980000.0,35049000.0
14,Cash,324962000.0,213170000.0,51314000.0,77581000.0
15,Total Current Liabilities,647911000.0,490183000.0,950901000.0,2002979000.0
16,Deferred Long Term Asset Charges,16811000.0,7405000.0,10678000.0,9850000.0
17,Other Stockholder Equity,-26211000.0,-18105000.0,-214256000.0,-208882000.0
18,Property Plant Equipment,79875000.0,31508000.0,17925000.0,18478000.0
19,Total Current Assets,680282000.0,487777000.0,213218000.0,244423000.0
20,Net Tangible Assets,-307078000.0,-506621000.0,-1919501000.0,-1869742000.0
21,Net Receivables,283954000.0,222399000.0,119509000.0,138301000.0
22,Long Term Debt,391913000.0,509985000.0,1011793000.0,
23,Accounts Payable,9621000.0,11112000.0,6559000.0,3165000.0
24,Short Long Term Debt,,,9500000.0,
0,Change To Liabilities,123080000.0,144371000.0,161817000.0,104673000.0
1,Total Cashflows From Investing Activities,-13879000.0,-20613000.0,-9250000.0,-26531000.0
2,Net Borrowings,-120000000.0,-515189000.0,1036129000.0,1036129000.0
3,Total Cash From Financing Activities,-97802000.0,329392000.0,-161482000.0,-75501000.0
4,Change To Operating Activities,-9923000.0,-77695000.0,-32369000.0,-12066000.0
5,Issuance Of Stock,22247000.0,855297000.0,855297000.0,855297000.0
6,Net Income,75714000.0,-413817000.0,-116194000.0,9222000.0
7,Change In Cash,111792000.0,161856000.0,-26267000.0,19633000.0
8,Repurchase Of Stock,-49000.0,-156000.0,-649000.0,-885000.0
9,Effect Of Exchange Rate,3037000.0,-4468000.0,-2676000.0,2827000.0
10,Total Cash From Operating Activities,220436000.0,-142455000.0,147141000.0,118838000.0
11,Depreciation,43747000.0,48172000.0,54973000.0,59290000.0
12,Change To Account Receivables,-81992000.0,-44021000.0,17979000.0,-14727000.0
13,Change To Netincome,52593000.0,182386000.0,35797000.0,-50502000.0
14,Capital Expenditures,-14076000.0,-19721000.0,-7377000.0,-11606000.0
15,Other Cashflows From Financing Activities,,-10560000.0,-1196962000.0,-74616000.0
