Unnamed: 0,2021-08-31,2021-05-31,2021-02-28,2020-11-30
Intangible Assets,158397000.0,168483000.0,176554000.0,985006000.0
Capital Surplus,1615688000.0,1605676000.0,1596598000.0,1591536000.0
Total Liab,8168690000.0,5904230000.0,5596735000.0,9129730000.0
Total Stockholder Equity,2338290000.0,2255668000.0,2129298000.0,4338860000.0
Other Current Liab,25623000.0,24273000.0,62743000.0,76535000.0
Total Assets,10506980000.0,8159898000.0,7726033000.0,13468590000.0
Common Stock,54000.0,54000.0,54000.0,54000.0
Other Current Assets,195058000.0,167823000.0,161101000.0,362809000.0
Retained Earnings,1071642000.0,987277000.0,904629000.0,3133058000.0
Other Liab,95922000.0,84940000.0,83894000.0,464803000.0
Good Will,425100000.0,428429000.0,423989000.0,2259935000.0
Treasury Stock,-349094000.0,-337339000.0,-371983000.0,-385788000.0
Other Assets,100308000.0,98710000.0,100586000.0,268285000.0
Cash,4050364000.0,1656874000.0,1443748000.0,1564672000.0
Total Current Liabilities,4007393000.0,4270330000.0,3968308000.0,5630092000.0
Deferred Long Term Asset Charges,40134000.0,34181000.0,36303000.0,87059000.0
Short Long Term Debt,83291000.0,160113000.0,193040000.0,242814000.0
Other Stockholder Equity,-156778000.0,-145168000.0,-179973000.0,-194572000.0
Property Plant Equipment,219754000.0,224520000.0,220293000.0,1186237000.0
Total Current Assets,9603421000.0,7239756000.0,6804611000.0,8769127000.0
Net Tangible Assets,1754793000.0,1658756000.0,1528755000.0,1093919000.0
Net Receivables,2491787000.0,2730378000.0,2643046000.0,4157116000.0
Long Term Debt,4016449000.0,1497325000.0,1496970000.0,2608061000.0
Inventory,2866212000.0,2684681000.0,2556716000.0,2684530000.0
Accounts Payable,3222284000.0,3503036000.0,3116095000.0,3891815000.0
Change To Liabilities,-265423000.0,367523000.0,-636045000.0,230724000.0
Total Cashflows From Investing Activities,4645000.0,-3474000.0,-4041000.0,-71980000.0
Net Borrowings,2488356000.0,-66455000.0,13618000.0,-87243000.0
Total Cash From Financing Activities,2454618000.0,-74741000.0,-147219000.0,-103855000.0
Change To Operating Activities,93157000.0,-37356000.0,-6128000.0,-117499000.0
Issuance Of Stock,3503000.0,2329000.0,174000.0,4349000.0
Net Income,94705000.0,93102000.0,87822000.0,215152000.0
Change In Cash,2393474000.0,213228000.0,-124645000.0,112077000.0
Repurchase Of Stock,-145000.0,-161000.0,-794000.0,-12441000.0
Effect Of Exchange Rate,-10261000.0,12100000.0,1640000.0,643000.0
Total Cash From Operating Activities,-55527000.0,279341000.0,24977000.0,287269000.0
Depreciation,15294000.0,15886000.0,15614000.0,90178000.0
Other Cashflows From Investing Activities,9642000.0,1387000.0,212000.0,-722000.0
Dividends Paid,-10339000.0,-10454000.0,-10269000.0,-10269000.0
Change To Inventory,-192091000.0,-118613000.0,126927000.0,153868000.0
Change To Account Receivables,195223000.0,-50529000.0,427052000.0,-267785000.0
Other Cashflows From Financing Activities,-26757000.0,-26757000.0,-149948000.0,-8520000.0
Change To Netincome,3609000.0,9328000.0,9735000.0,-17369000.0
Capital Expenditures,-4997000.0,-4861000.0,-4253000.0,-70639000.0
