,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,306000000.0,343000000.0,388000000.0,440000000.0
Capital Surplus,1655000000.0,1689000000.0,1681000000.0,1560000000.0
Total Liab,19030000000.0,18487000000.0,16291000000.0,16155000000.0
Total Stockholder Equity,3441000000.0,4330000000.0,3799000000.0,3278000000.0
Deferred Long Term Liab,33000000.0,,25000000.0,
Total Assets,22471000000.0,22817000000.0,20090000000.0,19433000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,607000000.0,471000000.0,602000000.0,739000000.0
Retained Earnings,1691000000.0,2596000000.0,2151000000.0,1706000000.0
Other Liab,1065000000.0,1099000000.0,1113000000.0,829000000.0
Good Will,1422000000.0,1422000000.0,1422000000.0,1422000000.0
Treasury Stock,94000000.0,44000000.0,-34000000.0,11000000.0
Other Assets,733000000.0,540000000.0,500000000.0,185000000.0
Cash,2272000000.0,1227000000.0,679000000.0,987000000.0
Total Current Liabilities,59000000.0,,342000000.0,276000000.0
Other Stockholder Equity,94000000.0,44000000.0,-34000000.0,11000000.0
Property Plant Equipment,153000000.0,163000000.0,133000000.0,144000000.0
Total Current Assets,17935000000.0,18465000000.0,16086000000.0,15506000000.0
Long Term Investments,1922000000.0,1884000000.0,1694000000.0,1736000000.0
Net Tangible Assets,1713000000.0,2565000000.0,1989000000.0,1416000000.0
Net Receivables,15056000000.0,16767000000.0,14805000000.0,13780000000.0
Long Term Debt,17800000000.0,17212000000.0,15178000000.0,15050000000.0
Other Current Liab,,,6000000.0,8000000.0
Deferred Long Term Asset Charges,,,131000000.0,146000000.0
