,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,113799000.0,112643000.0,112411000.0,107854000.0
Total Liab,27518649000.0,27354811000.0,26530598000.0,26827197000.0
Total Stockholder Equity,2766316000.0,2681869000.0,2704577000.0,2610244000.0
Total Assets,30284965000.0,30036680000.0,29235175000.0,29437441000.0
Common Stock,3517641000.0,3515248000.0,3514599000.0,3512153000.0
Other Current Assets,602082000.0,567622000.0,945629000.0,871101000.0
Retained Earnings,-801954000.0,-871511000.0,-932767000.0,-1036931000.0
Other Liab,284388000.0,271867000.0,295671000.0,318273000.0
Treasury Stock,50629000.0,38132000.0,122745000.0,135022000.0
Other Assets,22512603000.0,22463331000.0,21822173000.0,22678363000.0
Cash,2993781000.0,3137240000.0,2477581000.0,2114886000.0
Total Current Liabilities,26640783000.0,26322694000.0,25802140000.0,25061244000.0
Other Stockholder Equity,50629000.0,38132000.0,122745000.0,135022000.0
Property Plant Equipment,267576000.0,277214000.0,282987000.0,292425000.0
Total Current Assets,3832062000.0,3927227000.0,3832309000.0,3371527000.0
Long Term Investments,3558925000.0,3253550000.0,3182580000.0,2984557000.0
Net Tangible Assets,2755216000.0,2666924000.0,2688502000.0,2592923000.0
Long Term Debt,487283000.0,651236000.0,349967000.0,1331890000.0
Inventory,181000.0,1405000.0,1810000.0,2369000.0
Accounts Payable,26153553000.0,25886833000.0,24622201000.0,24669783000.0
Good Will,,2715000.0,2715000.0,2715000.0
Deferred Long Term Asset Charges,,10905000.0,,
Short Long Term Debt,,,765000000.0,
Net Receivables,,,33889000.0,
