,Unnamed: 0,2021-08-01,2021-05-02,2021-01-31,2020-10-25
0,Intangible Assets,2478000000.0,2613000000.0,2737000000.0,2861000000.0
1,Capital Surplus,9745000000.0,9280000000.0,8721000000.0,8301000000.0
2,Total Liab,17503000000.0,12022000000.0,11898000000.0,11547000000.0
3,Total Stockholder Equity,21147000000.0,18774000000.0,16893000000.0,15334000000.0
4,Other Current Liab,1342000000.0,1335000000.0,1207000000.0,1134000000.0
5,Total Assets,38650000000.0,30796000000.0,28791000000.0,26881000000.0
6,Common Stock,3000000.0,1000000.0,1000000.0,1000000.0
7,Other Current Assets,257000000.0,265000000.0,,
8,Retained Earnings,22995000000.0,20721000000.0,18908000000.0,17550000000.0
9,Other Liab,1396000000.0,1414000000.0,1375000000.0,1311000000.0
10,Good Will,4193000000.0,4193000000.0,4193000000.0,4193000000.0
11,Treasury Stock,-11596000000.0,-11228000000.0,-10737000000.0,-10518000000.0
12,Other Assets,2861000000.0,2722000000.0,2806000000.0,2588000000.0
13,Cash,5628000000.0,978000000.0,847000000.0,2251000000.0
14,Total Current Liabilities,4448000000.0,4004000000.0,3925000000.0,3669000000.0
15,Deferred Long Term Asset Charges,958000000.0,778000000.0,806000000.0,666000000.0
16,Short Long Term Debt,1000000000.0,999000000.0,999000000.0,998000000.0
17,Other Stockholder Equity,8000000.0,14000000.0,19000000.0,12000000.0
18,Property Plant Equipment,3165000000.0,2995000000.0,2856000000.0,2740000000.0
19,Total Current Assets,25806000000.0,18127000000.0,16055000000.0,14393000000.0
20,Long Term Investments,147000000.0,146000000.0,144000000.0,106000000.0
21,Net Tangible Assets,14476000000.0,11968000000.0,9963000000.0,8280000000.0
22,Short Term Investments,14026000000.0,11689000000.0,10714000000.0,7888000000.0
23,Net Receivables,3586000000.0,3024000000.0,2429000000.0,2546000000.0
24,Long Term Debt,10943000000.0,5964000000.0,5964000000.0,5963000000.0
25,Inventory,2114000000.0,1992000000.0,1826000000.0,1495000000.0
26,Accounts Payable,1474000000.0,1218000000.0,1201000000.0,1097000000.0
0,Investments,-2350000000.0,-974000000.0,-2846000000.0,-175000000.0
1,Change To Liabilities,209000000.0,70000000.0,74000000.0,226000000.0
2,Total Cashflows From Investing Activities,-2533000000.0,-1272000000.0,-3129000000.0,-2001000000.0
3,Net Borrowings,4985000000.0,4985000000.0,-3000000.0,-3000000.0
4,Total Cash From Financing Activities,4501000000.0,-471000000.0,-342000000.0,-301000000.0
5,Change To Operating Activities,200000000.0,48000000.0,232000000.0,-360000000.0
6,Issuance Of Stock,2000000.0,126000000.0,4000000.0,96000000.0
7,Net Income,2374000000.0,1912000000.0,1457000000.0,1336000000.0
8,Change In Cash,4650000000.0,131000000.0,-1404000000.0,-1023000000.0
9,Repurchase Of Stock,-366000000.0,-477000000.0,-226000000.0,-298000000.0
10,Total Cash From Operating Activities,2682000000.0,1874000000.0,2067000000.0,1279000000.0
11,Depreciation,286000000.0,281000000.0,288000000.0,299000000.0
12,Dividends Paid,-99000000.0,-99000000.0,-99000000.0,-99000000.0
13,Change To Inventory,-123000000.0,-159000000.0,-334000000.0,-93000000.0
14,Change To Account Receivables,-562000000.0,-595000000.0,117000000.0,-462000000.0
15,Other Cashflows From Financing Activities,-21000000.0,-21000000.0,-18000000.0,-18000000.0
16,Change To Netincome,299000000.0,317000000.0,233000000.0,333000000.0
17,Capital Expenditures,-183000000.0,-298000000.0,-283000000.0,-473000000.0
