,2021-04-03,2021-01-02,2020-09-26,2020-06-27
Intangible Assets,47765000.0,48226000.0,46747000.0,46966000.0
Capital Surplus,793933000.0,787047000.0,777831000.0,762883000.0
Total Liab,1550651000.0,1563317000.0,1505440000.0,1490892000.0
Total Stockholder Equity,948086000.0,922307000.0,888826000.0,833401000.0
Other Current Liab,6353000.0,7547000.0,4973000.0,10543000.0
Total Assets,2498737000.0,2485624000.0,2394266000.0,2324293000.0
Common Stock,96000.0,95000.0,94000.0,91000.0
Retained Earnings,154057000.0,135165000.0,110901000.0,70427000.0
Good Will,747943000.0,747943000.0,747943000.0,747943000.0
Other Assets,30411000.0,32476000.0,30338000.0,26330000.0
Cash,95292000.0,105326000.0,59082000.0,79803000.0
Total Current Liabilities,197054000.0,232646000.0,195978000.0,207908000.0
Deferred Long Term Asset Charges,2500000.0,3529000.0,2976000.0,
Property Plant Equipment,1307967000.0,1275022000.0,1224575000.0,1168221000.0
Total Current Assets,364651000.0,381957000.0,344663000.0,334833000.0
Net Tangible Assets,152378000.0,126138000.0,94136000.0,38492000.0
Net Receivables,8570000.0,11393000.0,11846000.0,13243000.0
Long Term Debt,449743000.0,449233000.0,448613000.0,448048000.0
Inventory,243270000.0,245157000.0,252777000.0,229273000.0
Accounts Payable,109841000.0,114278000.0,90191000.0,104704000.0
Short Long Term Debt,,,68000.0,112000.0
Other Liab,,,,11236000.0
