,2021-07-03,2021-04-03,2021-01-02,2020-09-26
Intangible Assets,255200000.0,254600000.0,260800000.0,241600000.0
Capital Surplus,461100000.0,419700000.0,391700000.0,386300000.0
Total Liab,2766100000.0,2775600000.0,2710700000.0,2626800000.0
Total Stockholder Equity,4003400000.0,3876000000.0,3824900000.0,3619000000.0
Minority Interest,22100000.0,21900000.0,21700000.0,21800000.0
Other Current Liab,78300000.0,76300000.0,238700000.0,85900000.0
Total Assets,6791600000.0,6673500000.0,6557300000.0,6267600000.0
Common Stock,67400000.0,67400000.0,67400000.0,67400000.0
Retained Earnings,5423500000.0,5282500000.0,5156900000.0,5014900000.0
Other Liab,321600000.0,320700000.0,322300000.0,286200000.0
Good Will,1177600000.0,1161800000.0,982400000.0,938500000.0
Treasury Stock,-1948600000.0,-1893600000.0,-1791100000.0,-1849600000.0
Other Assets,112800000.0,130300000.0,105600000.0,94000000.0
Cash,965600000.0,904200000.0,923200000.0,787200000.0
Total Current Liabilities,1222100000.0,1234100000.0,1164900000.0,1117000000.0
Deferred Long Term Asset Charges,27700000.0,25400000.0,27600000.0,24600000.0
Other Stockholder Equity,-362700000.0,-388300000.0,-365800000.0,-465600000.0
Property Plant Equipment,574400000.0,564900000.0,574100000.0,552400000.0
Total Current Assets,3149700000.0,3052500000.0,3083000000.0,2938200000.0
Net Tangible Assets,2570600000.0,2459600000.0,2581700000.0,2438900000.0
Net Receivables,651500000.0,656800000.0,646700000.0,624800000.0
Inventory,760900000.0,730100000.0,746500000.0,764400000.0
Accounts Payable,279400000.0,235000000.0,222300000.0,204900000.0
Other Current Assets,,,25700000.0,
Long Term Investments,,,26100000.0,
