,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,100200000.0,79800000.0,52500000.0,46000000.0
1,Capital Surplus,1122600000.0,1129300000.0,1125700000.0,1112800000.0
2,Total Liab,7087000000.0,6884800000.0,6743500000.0,6561600000.0
3,Total Stockholder Equity,3631800000.0,4139500000.0,4005100000.0,3851100000.0
4,Deferred Long Term Liab,415600000.0,306000000.0,285800000.0,283000000.0
5,Other Current Liab,273300000.0,272500000.0,287800000.0,222000000.0
6,Total Assets,10718800000.0,11024300000.0,10748600000.0,10412700000.0
7,Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
8,Other Current Assets,41200000.0,63900000.0,31500000.0,54600000.0
9,Retained Earnings,2544600000.0,3036100000.0,2906300000.0,2759500000.0
10,Other Liab,2859200000.0,3031700000.0,2977200000.0,2861500000.0
11,Treasury Stock,-37400000.0,-27900000.0,-28900000.0,-23200000.0
12,Other Assets,431600000.0,315300000.0,296600000.0,338700000.0
13,Cash,1100000.0,,94300000.0,14400000.0
14,Total Current Liabilities,697400000.0,657900000.0,869400000.0,950500000.0
15,Other Stockholder Equity,-32100000.0,-27900000.0,-28900000.0,-23200000.0
16,Property Plant Equipment,9274400000.0,8964800000.0,8591300000.0,8293900000.0
17,Total Current Assets,428500000.0,430200000.0,557300000.0,497000000.0
18,Long Term Investments,484100000.0,1234200000.0,1250900000.0,1237100000.0
19,Net Tangible Assets,3531600000.0,4059700000.0,3952600000.0,3805100000.0
20,Net Receivables,233500000.0,229400000.0,247200000.0,262900000.0
21,Long Term Debt,3494400000.0,3195200000.0,2896900000.0,2749600000.0
22,Inventory,152700000.0,136900000.0,184300000.0,165100000.0
23,Accounts Payable,251500000.0,194900000.0,239300000.0,230400000.0
24,Short Long Term Debt,,,250000000.0,249800000.0
0,Investments,-4400000.0,10800000.0,-2500000.0,1500000.0
1,Change To Liabilities,59800000.0,-34500000.0,29700000.0,27100000.0
2,Total Cashflows From Investing Activities,-654900000.0,-624700000.0,-576000000.0,-821900000.0
3,Net Borrowings,280000000.0,158400000.0,-22500000.0,299200000.0
4,Total Cash From Financing Activities,-56800000.0,-151100000.0,-295200000.0,51500000.0
5,Change To Operating Activities,19700000.0,-65900000.0,94900000.0,13500000.0
6,Net Income,-173700000.0,433600000.0,425500000.0,619000000.0
7,Change In Cash,1100000.0,-94300000.0,79900000.0,14100000.0
8,Repurchase Of Stock,-14700000.0,-14700000.0,-14700000.0,-14700000.0
9,Total Cash From Operating Activities,712800000.0,681500000.0,951100000.0,784500000.0
10,Depreciation,376400000.0,344000000.0,312000000.0,274500000.0
11,Dividends Paid,-314900000.0,-299200000.0,-272200000.0,-247600000.0
12,Change To Inventory,-8900000.0,4200000.0,27300000.0,-3600000.0
13,Change To Account Receivables,3100000.0,18800000.0,19800000.0,-21800000.0
14,Other Cashflows From Financing Activities,-7200000.0,-10300000.0,-500000.0,-100000.0
15,Change To Netincome,418700000.0,-28700000.0,36400000.0,-146800000.0
16,Capital Expenditures,-650500000.0,-635500000.0,-573600000.0,-824100000.0
