Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,128615000.0,131079000.0,135942000.0,14892000.0
Capital Surplus,1426520000.0,1384045000.0,1350050000.0,777231000.0
Total Liab,1107781000.0,1093260000.0,158086000.0,96398000.0
Total Stockholder Equity,1029090000.0,1045034000.0,1061865000.0,535120000.0
Deferred Long Term Liab,22077000.0,,,11693000.0
Other Current Liab,29480000.0,19151000.0,21630000.0,13734000.0
Total Assets,2136871000.0,2138294000.0,1219951000.0,631518000.0
Common Stock,2000.0,2000.0,2000.0,2000.0
Other Current Assets,87000.0,87000.0,87000.0,70087000.0
Retained Earnings,-397171000.0,-338876000.0,-288193000.0,-242237000.0
Other Liab,6502000.0,3520000.0,4400000.0,3944000.0
Good Will,635646000.0,635645000.0,635590000.0,362000.0
Treasury Stock,-261000.0,-137000.0,6000.0,124000.0
Other Assets,27578000.0,26993000.0,24917000.0,15147000.0
Cash,687986000.0,948783000.0,62900000.0,309968000.0
Total Current Liabilities,103032000.0,98296000.0,94089000.0,66447000.0
Other Stockholder Equity,-261000.0,-137000.0,6000.0,124000.0
Property Plant Equipment,163701000.0,147213000.0,141798000.0,71398000.0
Total Current Assets,1008104000.0,1167434000.0,261256000.0,529719000.0
Long Term Investments,173227000.0,29930000.0,20448000.0,
Net Tangible Assets,264829000.0,278310000.0,290333000.0,519866000.0
Short Term Investments,241744000.0,147793000.0,131283000.0,92302000.0
Net Receivables,56065000.0,52363000.0,50258000.0,42593000.0
Long Term Debt,931385000.0,930291000.0,,20139000.0
Accounts Payable,10202000.0,12019000.0,9150000.0,12273000.0
Investments,-237787000.0,-26331000.0,-59697000.0,33884000.0
Change To Liabilities,-1957000.0,2119000.0,-2987000.0,5682000.0
Total Cashflows From Investing Activities,-244505000.0,-35399000.0,-267435000.0,20240000.0
Net Borrowings,-3628000.0,927824000.0,-23013000.0,-469000.0
Total Cash From Financing Activities,751000.0,932263000.0,-17581000.0,5193000.0
Change To Operating Activities,-7789000.0,-10681000.0,-28842000.0,8696000.0
Issuance Of Stock,4379000.0,5790000.0,5432000.0,6164000.0
Net Income,-58295000.0,-50683000.0,-45704000.0,-23778000.0
Change In Cash,-260797000.0,885883000.0,-316175000.0,52550000.0
Effect Of Exchange Rate,-29000.0,-112000.0,-10000.0,-83000.0
Total Cash From Operating Activities,-17014000.0,-10869000.0,-31149000.0,27200000.0
Depreciation,17487000.0,17239000.0,29014000.0,4467000.0
Change To Account Receivables,-3927000.0,-1685000.0,-2595000.0,15542000.0
Change To Netincome,33995000.0,30179000.0,15266000.0,13696000.0
Capital Expenditures,-2934000.0,-8079000.0,-5126000.0,-11893000.0
Other Cashflows From Financing Activities,,-1351000.0,-1351000.0,-502000.0
