,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,124300000.0,88400000.0,79100000.0,74700000.0
Capital Surplus,1552200000.0,1542700000.0,1544000000.0,1534600000.0
Total Liab,1460700000.0,1423700000.0,1492200000.0,1440300000.0
Total Stockholder Equity,2055500000.0,2236400000.0,2132300000.0,1890200000.0
Other Current Liab,114200000.0,138200000.0,150100000.0,126700000.0
Total Assets,3516200000.0,3660100000.0,3624500000.0,3330500000.0
Other Current Assets,18800000.0,67400000.0,21900000.0,35900000.0
Retained Earnings,502500000.0,693600000.0,589300000.0,355600000.0
Other Liab,608700000.0,570100000.0,610000000.0,557700000.0
Good Will,128100000.0,127500000.0,162200000.0,164800000.0
Treasury Stock,800000.0,100000.0,-1000000.0,
Other Assets,131300000.0,109400000.0,133200000.0,138900000.0
Cash,395500000.0,551600000.0,378700000.0,238500000.0
Total Current Liabilities,534600000.0,465200000.0,522600000.0,462000000.0
Short Long Term Debt,40000000.0,55000000.0,45000000.0,15200000.0
Other Stockholder Equity,800000.0,100000.0,-1000000.0,
Property Plant Equipment,1899500000.0,1925600000.0,1922200000.0,1858100000.0
Total Current Assets,1220700000.0,1405700000.0,1324300000.0,1094000000.0
Long Term Investments,12300000.0,3500000.0,3500000.0,
Net Tangible Assets,1803100000.0,2020500000.0,1891000000.0,1650700000.0
Short Term Investments,47100000.0,48300000.0,51300000.0,41600000.0
Net Receivables,676800000.0,633800000.0,775700000.0,677400000.0
Long Term Debt,264800000.0,304600000.0,359400000.0,413700000.0
Inventory,44900000.0,71900000.0,60800000.0,83100000.0
Accounts Payable,245700000.0,207700000.0,226000000.0,230400000.0
