,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,2254000000.0,2401000000.0,2410000000.0,2577000000.0
1,Capital Surplus,5771000000.0,5752000000.0,5720000000.0,5642000000.0
2,Total Liab,45632000000.0,43263000000.0,42063000000.0,42703000000.0
3,Total Stockholder Equity,8846000000.0,8186000000.0,8351000000.0,7141000000.0
4,Minority Interest,42000000.0,40000000.0,41000000.0,41000000.0
5,Deferred Long Term Liab,526000000.0,393000000.0,258000000.0,132000000.0
6,Other Current Liab,4465000000.0,4336000000.0,4767000000.0,5886000000.0
7,Total Assets,54520000000.0,51489000000.0,50455000000.0,49885000000.0
8,Other Current Assets,4756000000.0,4875000000.0,4619000000.0,6821000000.0
9,Retained Earnings,3343000000.0,2893000000.0,2394000000.0,1698000000.0
10,Other Liab,33246000000.0,31250000000.0,31768000000.0,29393000000.0
11,Good Will,4506000000.0,4498000000.0,4495000000.0,4458000000.0
12,Treasury Stock,-268000000.0,-459000000.0,237000000.0,-199000000.0
13,Other Assets,3779000000.0,3227000000.0,2744000000.0,2197000000.0
14,Cash,2986000000.0,2743000000.0,2449000000.0,2482000000.0
15,Total Current Liabilities,9322000000.0,8952000000.0,7366000000.0,10216000000.0
16,Other Stockholder Equity,1094000000.0,720000000.0,1304000000.0,720000000.0
17,Property Plant Equipment,542000000.0,537000000.0,554000000.0,569000000.0
18,Total Current Assets,9352000000.0,8961000000.0,9035000000.0,10445000000.0
19,Long Term Investments,34087000000.0,31865000000.0,31217000000.0,29639000000.0
20,Net Tangible Assets,3425000000.0,2762000000.0,2912000000.0,1736000000.0
21,Short Term Investments,432000000.0,123000000.0,768000000.0,115000000.0
22,Net Receivables,500000000.0,425000000.0,437000000.0,371000000.0
23,Long Term Debt,2663000000.0,2663000000.0,2662000000.0,2664000000.0
24,Accounts Payable,4857000000.0,4616000000.0,1199000000.0,4330000000.0
0,Investments,-1978000000.0,-1029000000.0,-1411000000.0,-556000000.0
1,Change To Liabilities,0.0,0.0,0.0,51000000.0
2,Total Cashflows From Investing Activities,-2058000000.0,-1060000000.0,-1291000000.0,-687000000.0
3,Total Cash From Financing Activities,1652000000.0,702000000.0,526000000.0,793000000.0
4,Change To Operating Activities,339000000.0,40000000.0,66000000.0,-46000000.0
5,Issuance Of Stock,9000000.0,21000000.0,15000000.0,10000000.0
6,Net Income,552000000.0,605000000.0,801000000.0,378000000.0
7,Change In Cash,445000000.0,307000000.0,-152000000.0,518000000.0
8,Repurchase Of Stock,-182000000.0,-112000000.0,-140000000.0,-140000000.0
9,Total Cash From Operating Activities,851000000.0,665000000.0,613000000.0,412000000.0
10,Depreciation,105000000.0,183000000.0,107000000.0,100000000.0
11,Other Cashflows From Investing Activities,-4000000.0,-4000000.0,-3000000.0,-4000000.0
12,Dividends Paid,-102000000.0,-104000000.0,-107000000.0,-96000000.0
13,Change To Account Receivables,-72000000.0,14000000.0,-56000000.0,-36000000.0
14,Other Cashflows From Financing Activities,1927000000.0,897000000.0,758000000.0,281000000.0
15,Change To Netincome,157000000.0,-321000000.0,-324000000.0,8000000.0
16,Capital Expenditures,-32000000.0,-22000000.0,-35000000.0,-27000000.0
17,Net Borrowings,,,,598000000.0
