Unnamed: 0,2021-08-31,2021-05-31,2021-02-28,2020-11-30
Capital Surplus,8778609000.0,8755020000.0,8724192000.0,8676056000.0
Total Liab,11964651000.0,11521129000.0,11534529000.0,11835776000.0
Total Stockholder Equity,20650188000.0,19576108000.0,18896246000.0,17994856000.0
Minority Interest,129351000.0,125990000.0,121205000.0,104545000.0
Other Current Liab,374975000.0,361741000.0,348100000.0,341765000.0
Total Assets,32744190000.0,31223227000.0,30551980000.0,29935177000.0
Common Stock,33994000.0,33993000.0,33991000.0,33838000.0
Other Current Assets,21519000.0,35637000.0,17878000.0,15211000.0
Retained Earnings,13570626000.0,12241400000.0,11488520000.0,10564994000.0
Other Liab,3377367000.0,2841183000.0,2884278000.0,2731925000.0
Good Will,3442359000.0,3442359000.0,3442359000.0,3442359000.0
Treasury Stock,-1733041000.0,-1454305000.0,-1350457000.0,-1280032000.0
Other Assets,1186566000.0,1202656000.0,1237663000.0,863467000.0
Cash,2642120000.0,2607052000.0,2450943000.0,2746867000.0
Total Current Liabilities,2215059000.0,1855642000.0,1719024000.0,3018216000.0
Short Long Term Debt,601525000.0,304611000.0,305869000.0,295083000.0
Other Stockholder Equity,-1300000.0,-1431000.0,-1747000.0,-805000.0
Total Current Assets,24460066000.0,23499651000.0,22634704000.0,22637788000.0
Long Term Investments,3244916000.0,2667378000.0,2806137000.0,2118320000.0
Net Tangible Assets,17018130000.0,15944050000.0,15264188000.0,14362798000.0
Net Receivables,466141000.0,465712000.0,396976000.0,385300000.0
Long Term Debt,4942894000.0,5591637000.0,5672205000.0,5662581000.0
Inventory,19457696000.0,18735759000.0,17982473000.0,17175148000.0
Accounts Payable,1230577000.0,1171358000.0,1037266000.0,1037338000.0
Deferred Long Term Asset Charges,,,,157622000.0
Property Plant Equipment,,,,411518000.0
Investments,-87496000.0,63387000.0,-120570000.0,21865000.0
Change To Liabilities,329291000.0,1132000.0,183584000.0,100842000.0
Total Cashflows From Investing Activities,-81096000.0,43280000.0,-93352000.0,-12738000.0
Net Borrowings,-172176000.0,-89429000.0,-547296000.0,-711578000.0
Total Cash From Financing Activities,-484086000.0,-188145000.0,-629688000.0,-580585000.0
Change To Operating Activities,-208242000.0,3403000.0,260096000.0,-187730000.0
Net Income,1406888000.0,831363000.0,1001369000.0,882760000.0
Change In Cash,29045000.0,187747000.0,-337532000.0,700652000.0
Repurchase Of Stock,-278864000.0,-104164000.0,-69480000.0,-2535000.0
Total Cash From Operating Activities,594227000.0,332612000.0,385508000.0,1293975000.0
Depreciation,21102000.0,22418000.0,22325000.0,25782000.0
Other Cashflows From Investing Activities,4000.0,-676000.0,684000.0,4000.0
Dividends Paid,-77662000.0,-78483000.0,-77843000.0,-77931000.0
Change To Inventory,-676400000.0,-714300000.0,-862120000.0,667933000.0
Change To Account Receivables,13372000.0,72261000.0,45649000.0,-238775000.0
Other Cashflows From Financing Activities,44616000.0,83931000.0,64931000.0,211459000.0
Change To Netincome,-291784000.0,116335000.0,-265395000.0,43163000.0
Capital Expenditures,-15597000.0,-15117000.0,-9245000.0,-29896000.0
