Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1792000000.0,2011000000.0,2185000000.0,2373000000.0
Capital Surplus,2174000000.0,2105000000.0,2048000000.0,1983000000.0
Total Liab,9975000000.0,9976000000.0,10117000000.0,10519000000.0
Total Stockholder Equity,6023000000.0,5958000000.0,5803000000.0,5403000000.0
Minority Interest,85000000.0,74000000.0,75000000.0,77000000.0
Other Current Liab,468000000.0,404000000.0,417000000.0,548000000.0
Total Assets,16083000000.0,16008000000.0,15995000000.0,15999000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,82000000.0,79000000.0,72000000.0,56000000.0
Retained Earnings,8080000000.0,7965000000.0,7573000000.0,6802000000.0
Other Liab,2494000000.0,2435000000.0,2341000000.0,2390000000.0
Good Will,4465000000.0,4431000000.0,4467000000.0,4527000000.0
Treasury Stock,-4233000000.0,-4114000000.0,-3820000000.0,-3384000000.0
Other Assets,404000000.0,303000000.0,252000000.0,254000000.0
Cash,564000000.0,204000000.0,226000000.0,191000000.0
Total Current Liabilities,2038000000.0,1789000000.0,1851000000.0,1982000000.0
Deferred Long Term Asset Charges,112000000.0,66000000.0,43000000.0,21000000.0
Short Long Term Debt,299000000.0,,,284000000.0
Other Stockholder Equity,-273000000.0,-214000000.0,-245000000.0,-209000000.0
Property Plant Equipment,5725000000.0,5768000000.0,5600000000.0,5607000000.0
Total Current Assets,3541000000.0,3321000000.0,3365000000.0,3143000000.0
Long Term Investments,156000000.0,174000000.0,126000000.0,95000000.0
Net Tangible Assets,-234000000.0,-484000000.0,-849000000.0,-1497000000.0
Net Receivables,1515000000.0,1375000000.0,1483000000.0,1386000000.0
Long Term Debt,5320000000.0,5611000000.0,5925000000.0,6142000000.0
Inventory,1379000000.0,1662000000.0,1583000000.0,1509000000.0
Accounts Payable,799000000.0,890000000.0,914000000.0,842000000.0
Change To Liabilities,-100000000.0,-27000000.0,90000000.0,123000000.0
Total Cashflows From Investing Activities,-394000000.0,-480000000.0,-463000000.0,-643000000.0
Net Borrowings,-307000000.0,-370000000.0,-316000000.0,-369000000.0
Total Cash From Financing Activities,-704000000.0,-1043000000.0,-1040000000.0,-1006000000.0
Change To Operating Activities,-44000000.0,-170000000.0,-52000000.0,100000000.0
Net Income,478000000.0,759000000.0,1080000000.0,1384000000.0
Change In Cash,360000000.0,-22000000.0,35000000.0,10000000.0
Repurchase Of Stock,-60000000.0,-325000000.0,-400000000.0,-350000000.0
Effect Of Exchange Rate,3000000.0,-3000000.0,-5000000.0,2000000.0
Total Cash From Operating Activities,1455000000.0,1504000000.0,1543000000.0,1657000000.0
Depreciation,566000000.0,611000000.0,604000000.0,587000000.0
Other Cashflows From Investing Activities,-10000000.0,-7000000.0,63000000.0,-4000000.0
Dividends Paid,-358000000.0,-343000000.0,-318000000.0,-296000000.0
Change To Inventory,291000000.0,-80000000.0,-224000000.0,-71000000.0
Change To Account Receivables,-31000000.0,170000000.0,16000000.0,-53000000.0
Other Cashflows From Financing Activities,21000000.0,-5000000.0,-6000000.0,9000000.0
Change To Netincome,295000000.0,241000000.0,29000000.0,-413000000.0
Capital Expenditures,-383000000.0,-425000000.0,-528000000.0,-649000000.0
Issuance Of Stock,,,,16000000.0
