,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Capital Surplus,62736000.0,20331000.0,14993000.0,
Total Liab,215101000.0,173253000.0,116148000.0,
Total Stockholder Equity,-616521000.0,-462021000.0,-335375000.0,
Other Current Liab,59752000.0,55026000.0,35935000.0,
Total Assets,290120000.0,234191000.0,288101000.0,
Common Stock,2000.0,1000.0,1000.0,
Other Current Assets,400000.0,400000.0,460000.0,
Retained Earnings,-679414000.0,-482390000.0,-350252000.0,
Other Liab,49868000.0,34064000.0,21224000.0,
Good Will,1215000.0,1215000.0,1215000.0,
Treasury Stock,155000.0,37000.0,-117000.0,
Other Assets,10468000.0,3448000.0,593000.0,
Cash,145491000.0,72753000.0,205238000.0,
Total Current Liabilities,118088000.0,96698000.0,60882000.0,
Short Long Term Debt,10208000.0,,,
Other Stockholder Equity,155000.0,37000.0,-117000.0,
Property Plant Equipment,51805000.0,38210000.0,18969000.0,
Total Current Assets,226632000.0,191318000.0,266754000.0,
Net Tangible Assets,-617736000.0,-463236000.0,-337160000.0,
Net Receivables,35075000.0,38488000.0,30086000.0,
Long Term Debt,24686000.0,34261000.0,34042000.0,
Inventory,33592000.0,25419000.0,25373000.0,
Accounts Payable,19784000.0,19631000.0,2640000.0,
Short Term Investments,,47037000.0,,
Intangible Assets,,,570000.0,
