Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Total Liab,15697000000.0,17352000000.0,16438000000.0,16736000000.0
Total Stockholder Equity,4974000000.0,8012000000.0,9522000000.0,8322000000.0
Minority Interest,9000000.0,13000000.0,22000000.0,27000000.0
Other Current Liab,1069000000.0,1294000000.0,790000000.0,819000000.0
Total Assets,20680000000.0,25377000000.0,25982000000.0,25085000000.0
Common Stock,2666000000.0,2669000000.0,2671000000.0,2673000000.0
Other Current Assets,1492000000.0,1228000000.0,881000000.0,1008000000.0
Retained Earnings,8691000000.0,11989000000.0,13739000000.0,12668000000.0
Other Liab,1268000000.0,1209000000.0,1324000000.0,1444000000.0
Good Will,2804000000.0,2812000000.0,2825000000.0,2693000000.0
Treasury Stock,-6383000000.0,-6789000000.0,-7099000000.0,-7226000000.0
Other Assets,3177000000.0,2989000000.0,3133000000.0,3094000000.0
Cash,2563000000.0,2268000000.0,2008000000.0,2337000000.0
Total Current Liabilities,4421000000.0,4878000000.0,4802000000.0,4862000000.0
Deferred Long Term Asset Charges,2166000000.0,1683000000.0,1384000000.0,1230000000.0
Short Long Term Debt,695000000.0,11000000.0,,
Other Stockholder Equity,-362000000.0,-362000000.0,-355000000.0,-469000000.0
Property Plant Equipment,5224000000.0,8364000000.0,8873000000.0,8521000000.0
Total Current Assets,9475000000.0,11212000000.0,11151000000.0,10777000000.0
Net Tangible Assets,2170000000.0,5200000000.0,6697000000.0,5629000000.0
Net Receivables,3071000000.0,4577000000.0,5234000000.0,5036000000.0
Long Term Debt,9132000000.0,10316000000.0,10312000000.0,10430000000.0
Inventory,2349000000.0,3139000000.0,3028000000.0,2396000000.0
Accounts Payable,1573000000.0,2432000000.0,3018000000.0,2554000000.0
Capital Surplus,,143000000.0,211000000.0,207000000.0
Change To Liabilities,-934000000.0,-595000000.0,483000000.0,753000000.0
Total Cashflows From Investing Activities,-486000000.0,-1445000000.0,-1993000000.0,-1927000000.0
Net Borrowings,-660000000.0,-13000000.0,-445000000.0,-1641000000.0
Total Cash From Financing Activities,-1007000000.0,-695000000.0,-1419000000.0,-2161000000.0
Issuance Of Stock,87000000.0,118000000.0,195000000.0,158000000.0
Net Income,-2945000000.0,-1131000000.0,1656000000.0,-463000000.0
Change In Cash,295000000.0,260000000.0,-329000000.0,-1672000000.0
Repurchase Of Stock,-100000000.0,-100000000.0,-400000000.0,-400000000.0
Effect Of Exchange Rate,-93000000.0,-45000000.0,-74000000.0,-52000000.0
Total Cash From Operating Activities,1881000000.0,2445000000.0,3157000000.0,2468000000.0
Depreciation,1058000000.0,1625000000.0,1606000000.0,1556000000.0
Other Cashflows From Investing Activities,-44000000.0,-105000000.0,2000000.0,-84000000.0
Dividends Paid,-278000000.0,-630000000.0,-630000000.0,-626000000.0
Change To Inventory,340000000.0,-202000000.0,-681000000.0,-29000000.0
Change To Account Receivables,1394000000.0,636000000.0,-186000000.0,-1350000000.0
Other Cashflows From Financing Activities,-56000000.0,-70000000.0,-139000000.0,-52000000.0
Change To Netincome,2968000000.0,2112000000.0,279000000.0,2001000000.0
Capital Expenditures,-728000000.0,-1530000000.0,-2026000000.0,-1373000000.0
