,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Intangible Assets,31100000.0,,,
Total Liab,3045307000.0,2527635000.0,2503398000.0,2463817000.0
Total Stockholder Equity,2030665000.0,1932679000.0,1893589000.0,1859851000.0
Other Current Liab,33987000.0,30719000.0,27913000.0,29041000.0
Total Assets,5075972000.0,4460314000.0,4396987000.0,4323668000.0
Common Stock,50458000.0,58951000.0,48855000.0,41114000.0
Retained Earnings,1980207000.0,1873728000.0,1844734000.0,1818737000.0
Other Liab,622194000.0,534220000.0,559496000.0,539883000.0
Good Will,440415000.0,161075000.0,161075000.0,161075000.0
Other Assets,117001000.0,62002000.0,78210000.0,72198000.0
Cash,198928000.0,336545000.0,388946000.0,404685000.0
Total Current Liabilities,740942000.0,612749000.0,581826000.0,562009000.0
Short Long Term Debt,34101000.0,,,
Property Plant Equipment,3816190000.0,3513604000.0,3412924000.0,3361577000.0
Total Current Assets,671266000.0,723633000.0,744778000.0,728818000.0
Net Tangible Assets,1559150000.0,1771604000.0,1732514000.0,1698776000.0
Net Receivables,117378000.0,89276000.0,66617000.0,56109000.0
Long Term Debt,1609558000.0,1349664000.0,1349656000.0,1348803000.0
Inventory,338082000.0,286598000.0,271421000.0,249842000.0
Accounts Payable,453514000.0,355471000.0,332103000.0,323662000.0
