Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,4049000000.0,4188000000.0,5108000000.0,2452000000.0
Capital Surplus,6613000000.0,4171000000.0,3462000000.0,3472000000.0
Total Liab,182631000000.0,132734000000.0,117229000000.0,90985000000.0
Total Stockholder Equity,18657000000.0,13391000000.0,8276000000.0,9176000000.0
Minority Interest,1483000000.0,750000000.0,,
Deferred Long Term Liab,857000000.0,820000000.0,799000000.0,520000000.0
Other Current Liab,17390000000.0,14712000000.0,9776000000.0,10282000000.0
Total Assets,202771000000.0,146875000000.0,125505000000.0,100161000000.0
Other Current Assets,71768000000.0,37498000000.0,36496000000.0,15735000000.0
Retained Earnings,8073000000.0,6939000000.0,5286000000.0,4255000000.0
Other Liab,162197000000.0,116258000000.0,106147000000.0,79424000000.0
Treasury Stock,3971000000.0,2281000000.0,-472000000.0,1449000000.0
Other Assets,29840000000.0,28118000000.0,19746000000.0,10912000000.0
Cash,7704000000.0,4240000000.0,2913000000.0,4892000000.0
Total Current Liabilities,18458000000.0,15484000000.0,10091000000.0,11561000000.0
Short Long Term Debt,34000000.0,4000000.0,1000000.0,2000000.0
Other Stockholder Equity,3971000000.0,2281000000.0,-472000000.0,1449000000.0
Total Current Assets,83259000000.0,45052000000.0,41724000000.0,23437000000.0
Long Term Investments,85623000000.0,69517000000.0,58927000000.0,63360000000.0
Net Tangible Assets,18657000000.0,13391000000.0,8276000000.0,9176000000.0
Short Term Investments,170000000.0,504000000.0,114000000.0,243000000.0
Net Receivables,55000000.0,,36000000.0,29000000.0
Long Term Debt,1976000000.0,992000000.0,991000000.0,
Accounts Payable,993000000.0,251000000.0,260000000.0,1236000000.0
Deferred Long Term Asset Charges,,,340000000.0,3000000.0
Investments,-13215000000.0,-5794000000.0,-3922000000.0,-6206000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-14817000000.0,-9956000000.0,-8173000000.0,-5769000000.0
Net Borrowings,917000000.0,475000000.0,998000000.0,998000000.0
Total Cash From Financing Activities,14489000000.0,8537000000.0,3707000000.0,5048000000.0
Change To Operating Activities,4287000000.0,2829000000.0,2056000000.0,4356000000.0
Issuance Of Stock,351000000.0,351000000.0,351000000.0,351000000.0
Net Income,1541000000.0,2172000000.0,1053000000.0,1358000000.0
Change In Cash,3800000000.0,1237000000.0,-1592000000.0,2481000000.0
Repurchase Of Stock,-428000000.0,-832000000.0,-105000000.0,-10000000.0
Effect Of Exchange Rate,-26000000.0,-26000000.0,-26000000.0,32000000.0
Total Cash From Operating Activities,4154000000.0,2656000000.0,2874000000.0,3170000000.0
Other Cashflows From Investing Activities,281000000.0,-203000000.0,41000000.0,1268000000.0
Dividends Paid,-95000000.0,-36000000.0,-36000000.0,-36000000.0
Other Cashflows From Financing Activities,12604000000.0,7758000000.0,2814000000.0,5058000000.0
Change To Netincome,-2261000000.0,-3377000000.0,-463000000.0,-2951000000.0
