,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1513500000.0,2026500000.0,1856900000.0,422606000.0
Capital Surplus,3167200000.0,1718300000.0,1726400000.0,1007606000.0
Total Liab,12011500000.0,12342600000.0,10229800000.0,5307958000.0
Total Stockholder Equity,2633100000.0,1852700000.0,731200000.0,-73146000.0
Minority Interest,-400000.0,-800000.0,-5000.0,
Other Current Liab,51100000.0,67000000.0,48500000.0,27288000.0
Total Assets,14667300000.0,14194500000.0,10961000000.0,5234812000.0
Common Stock,1600000.0,1200000.0,1200000.0,933000.0
Other Current Assets,39000000.0,46600000.0,34300000.0,25353000.0
Retained Earnings,-507300000.0,161600000.0,-968000000.0,-1051818000.0
Other Liab,245700000.0,342600000.0,60700000.0,80751000.0
Good Will,1157100000.0,1270700000.0,1228400000.0,1008097000.0
Treasury Stock,-28400000.0,-28400000.0,-28400000.0,-29867000.0
Other Assets,133000000.0,106400000.0,176400000.0,497496000.0
Cash,1853800000.0,437400000.0,479600000.0,277953000.0
Total Current Liabilities,860000000.0,905600000.0,738400000.0,530009000.0
Short Long Term Debt,81400000.0,62900000.0,62100000.0,35612000.0
Property Plant Equipment,9347000000.0,9957500000.0,6868800000.0,2756669000.0
Total Current Assets,2085000000.0,642800000.0,677600000.0,401032000.0
Long Term Investments,431700000.0,190600000.0,152900000.0,148912000.0
Net Tangible Assets,-37500000.0,-1444500000.0,-2354100000.0,-1503849000.0
Net Receivables,88700000.0,82100000.0,100700000.0,53946000.0
Long Term Debt,2231200000.0,2322200000.0,2350100000.0,1214625000.0
Accounts Payable,33200000.0,40300000.0,30500000.0,26048000.0
Deferred Long Term Asset Charges,,,80600000.0,390943000.0
Other Stockholder Equity,,,,-1453000.0
