,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,350200000.0,306700000.0,288700000.0,187000000.0
Capital Surplus,41400000.0,46000000.0,35000000.0,11300000.0
Total Liab,5240600000.0,4616200000.0,4186800000.0,3599900000.0
Total Stockholder Equity,2661500000.0,1467700000.0,1197200000.0,1083200000.0
Other Current Liab,71400000.0,43700000.0,27900000.0,23000000.0
Total Assets,7902100000.0,6083900000.0,5384000000.0,4683100000.0
Common Stock,788200000.0,20600000.0,100000.0,149200000.0
Other Current Assets,70500000.0,47800000.0,48000000.0,48400000.0
Retained Earnings,1838200000.0,1401800000.0,1162100000.0,922700000.0
Other Liab,443500000.0,377100000.0,335100000.0,270400000.0
Good Will,593000000.0,454600000.0,434900000.0,256300000.0
Treasury Stock,-6300000.0,-700000.0,,
Other Assets,1099800000.0,388500000.0,221000000.0,271800000.0
Cash,160200000.0,84000000.0,31600000.0,57300000.0
Total Current Liabilities,2479700000.0,2569100000.0,2493500000.0,2301000000.0
Short Long Term Debt,62600000.0,38300000.0,23900000.0,18900000.0
Other Stockholder Equity,-6300000.0,-700000.0,,
Property Plant Equipment,2461500000.0,1863600000.0,1448000000.0,1185200000.0
Total Current Assets,3337600000.0,3070500000.0,2991400000.0,2782800000.0
Long Term Investments,60000000.0,,,
Net Tangible Assets,1718300000.0,706400000.0,473600000.0,639900000.0
Net Receivables,614000000.0,505000000.0,546500000.0,544400000.0
Long Term Debt,1830300000.0,1402100000.0,1329400000.0,1028500000.0
Inventory,2492900000.0,2433700000.0,2365300000.0,2132700000.0
Accounts Payable,158200000.0,125300000.0,126300000.0,111400000.0
