,2021-07-03,2020-06-27,2019-06-29,2018-06-30
Intangible Assets,1373400000.0,1379400000.0,1711900000.0,1732900000.0
Capital Surplus,3487000000.0,3358500000.0,3302100000.0,3205500000.0
Total Liab,5123100000.0,5647800000.0,3363900000.0,3433700000.0
Total Stockholder Equity,3259300000.0,2276400000.0,3513400000.0,3244600000.0
Other Current Liab,52000000.0,100500000.0,149700000.0,97200000.0
Total Assets,8382400000.0,7924200000.0,6877300000.0,6678300000.0
Common Stock,2800000.0,2800000.0,2900000.0,2900000.0
Other Current Assets,76100000.0,85000000.0,91000000.0,86300000.0
Retained Earnings,-158500000.0,-992700000.0,291600000.0,119000000.0
Other Liab,577300000.0,513600000.0,844000000.0,895600000.0
Good Will,1297300000.0,1301100000.0,1516200000.0,1484300000.0
Treasury Stock,-72000000.0,-92200000.0,-83200000.0,-82800000.0
Other Assets,161700000.0,158400000.0,153500000.0,143100000.0
Cash,2007700000.0,1426300000.0,969200000.0,1243400000.0
Total Current Liabilities,1425800000.0,1742100000.0,918000000.0,938200000.0
Deferred Long Term Asset Charges,65600000.0,55900000.0,19400000.0,24300000.0
Other Stockholder Equity,-72000000.0,-92200000.0,-83200000.0,-82800000.0
Property Plant Equipment,2174700000.0,2532200000.0,938800000.0,885400000.0
Total Current Assets,3375300000.0,2553100000.0,2556800000.0,2432600000.0
Net Tangible Assets,588600000.0,-404100000.0,285300000.0,27400000.0
Short Term Investments,8100000.0,8100000.0,264600000.0,6600000.0
Net Receivables,454800000.0,239300000.0,353900000.0,339900000.0
Long Term Debt,1590700000.0,1587900000.0,1596600000.0,1593900000.0
Inventory,734800000.0,736900000.0,778300000.0,673800000.0
Accounts Payable,445200000.0,130800000.0,243600000.0,264300000.0
Short Long Term Debt,,11500000.0,,
Long Term Investments,,,100000.0,
