Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2003-11-25,13.25,13.640000343322754,12.31999969482422,13.350000381469728,11.301499366760254,1641700,NXST,1.0224718304683162,0.9722845005194304,0.8367040122675188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-26,13.449999809265137,13.75,13.289999961853027,13.399999618530272,11.34382438659668,411300,NXST,1.02611951277787,0.9664180214953312,0.8059702584191393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-28,13.550000190734863,13.880000114440918,13.550000190734863,13.779999732971191,11.665515899658203,82000,NXST,0.9949202840376776,0.9332363487129848,0.7939041119407988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-01,13.890000343322754,13.890000343322754,13.25,13.699999809265137,11.59779453277588,95400,NXST,1.0036494024546487,0.9481749657454804,0.784671276256419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-02,13.789999961853027,13.890000343322754,13.25,13.640000343322754,11.546998977661133,230400,NXST,1.0190615949611763,0.9428149673444772,0.7947212342084585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-03,13.520000457763672,13.520000457763672,13.0,13.239999771118164,11.208381652832031,99600,NXST,1.0385192004655897,0.9780962729008478,0.8157096497527406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-04,13.170000076293944,13.520000457763672,13.050000190734863,13.100000381469728,11.089859008789062,77700,NXST,1.0992367068665423,0.9732825044545498,0.822900857887821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-05,13.0600004196167,13.800000190734863,12.989999771118164,13.670000076293944,11.572394371032717,96800,NXST,1.0314559231153066,0.9305048771955412,0.7849306957374137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-08,13.600000381469728,13.800000190734863,13.479999542236328,13.75,11.640119552612305,252700,NXST,1.025454649729017,0.8981817288037,0.802909086440185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-09,13.75,13.760000228881836,13.029999732971191,13.029999732971191,11.030599594116213,197200,NXST,1.0652341752704506,0.9539526570965504,0.8372984316152392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
