,Unnamed: 0,2021-06-27,2020-06-28,2019-06-30,2018-06-24
0,Intangible Assets,132365000.0,168532000.0,216950000.0,317836000.0
1,Capital Surplus,7052962000.0,6695858000.0,6409405000.0,6144425000.0
2,Total Liab,9864964000.0,9386553000.0,7327468000.0,5977627000.0
3,Total Stockholder Equity,6027188000.0,5172494000.0,4673865000.0,6501851000.0
4,Other Current Liab,2088573000.0,1278297000.0,986719000.0,1515356000.0
5,Total Assets,15892152000.0,14559047000.0,12001333000.0,12479478000.0
6,Common Stock,143000.0,145000.0,144000.0,157000.0
7,Retained Earnings,14684912000.0,11520591000.0,9930919000.0,8261194000.0
8,Other Liab,1228379000.0,1129374000.0,1133050000.0,997037000.0
9,Good Will,1490134000.0,1484436000.0,1484597000.0,1484904000.0
10,Treasury Stock,-15710829000.0,-13044100000.0,-11666603000.0,-7903925000.0
11,Other Assets,1140003000.0,806462000.0,678763000.0,624280000.0
12,Cash,4418263000.0,4915172000.0,3658219000.0,4512257000.0
13,Total Current Liabilities,3527867000.0,3162442000.0,2371650000.0,3150308000.0
14,Other Stockholder Equity,-64128000.0,-94211000.0,-64030000.0,-57449000.0
15,Property Plant Equipment,1477263000.0,1246082000.0,1059077000.0,902547000.0
16,Total Current Assets,11652387000.0,10853535000.0,8560409000.0,9149911000.0
17,Net Tangible Assets,4404689000.0,3519526000.0,2972318000.0,4699111000.0
18,Short Term Investments,1310872000.0,1795080000.0,1772984000.0,437338000.0
19,Net Receivables,3026430000.0,2097099000.0,1455522000.0,2176936000.0
20,Long Term Debt,4960935000.0,4959371000.0,3767703000.0,1783936000.0
21,Inventory,2689294000.0,1900024000.0,1540140000.0,1876162000.0
22,Accounts Payable,829710000.0,592387000.0,376561000.0,510983000.0
23,Short Long Term Debt,,836107000.0,667457000.0,256000000.0
24,Other Current Assets,,,1368000.0,7692000.0
25,Long Term Investments,,,1537000.0,
0,Investments,464522000.0,-15000000.0,-1326208000.0,3152886000.0
1,Change To Liabilities,692623000.0,284685000.0,-309546000.0,148068000.0
2,Total Cashflows From Investing Activities,73271000.0,-244084000.0,-1637054000.0,2748536000.0
3,Net Borrowings,-862060000.0,1307114000.0,1997313000.0,-396090000.0
4,Total Cash From Financing Activities,-4166982000.0,-623930000.0,-2390080000.0,-3272057000.0
5,Change To Operating Activities,350155000.0,196875000.0,-212423000.0,737375000.0
6,Issuance Of Stock,121887000.0,93523000.0,84774000.0,84882000.0
7,Net Income,3908458000.0,2251753000.0,2191430000.0,2380681000.0
8,Change In Cash,-498333000.0,1255687000.0,-855162000.0,2134819000.0
9,Repurchase Of Stock,-2697704000.0,-1369649000.0,-3780611000.0,-2653249000.0
10,Effect Of Exchange Rate,7215000.0,-2750000.0,-4041000.0,2593000.0
11,Total Cash From Operating Activities,3588163000.0,2126451000.0,3176013000.0,2655747000.0
12,Depreciation,307151000.0,268525000.0,309281000.0,326395000.0
13,Other Cashflows From Investing Activities,-42155000.0,-25845000.0,-7355000.0,-15184000.0
14,Dividends Paid,-726992000.0,-656838000.0,-678348000.0,-307609000.0
15,Change To Inventory,-792591000.0,-411608000.0,281355000.0,-701008000.0
16,Change To Account Receivables,-928928000.0,-641827000.0,732138000.0,-501628000.0
17,Other Cashflows From Financing Activities,-2113000.0,1920000.0,-13208000.0,9000.0
18,Change To Netincome,51295000.0,178048000.0,183778000.0,251436000.0
19,Capital Expenditures,-349096000.0,-203239000.0,-303491000.0,-273469000.0
