Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,39523000000.0,39999000000.0,40539000000.0,41564000000.0
Total Liab,86087000000.0,87266000000.0,88269000000.0,92289000000.0
Total Stockholder Equity,71115000000.0,71710000000.0,72163000000.0,68379000000.0
Minority Interest,1636000000.0,1632000000.0,1721000000.0,1731000000.0
Other Current Liab,12693000000.0,13062000000.0,13958000000.0,12581000000.0
Total Assets,158838000000.0,160608000000.0,162153000000.0,162399000000.0
Common Stock,37183000000.0,36997000000.0,36930000000.0,36833000000.0
Other Current Assets,3883000000.0,4200000000.0,5978000000.0,3935000000.0
Retained Earnings,48954000000.0,49460000000.0,49423000000.0,50017000000.0
Other Liab,19814000000.0,19420000000.0,19879000000.0,23830000000.0
Good Will,54394000000.0,54265000000.0,54285000000.0,53524000000.0
Treasury Stock,-15022000000.0,-14747000000.0,-14190000000.0,-18471000000.0
Other Assets,4414000000.0,4058000000.0,3967000000.0,3729000000.0
Cash,8051000000.0,8579000000.0,8802000000.0,10001000000.0
Total Current Liabilities,34794000000.0,36359000000.0,35848000000.0,35562000000.0
Short Long Term Debt,1370000000.0,1369000000.0,550000000.0,1307000000.0
Other Stockholder Equity,-3598000000.0,-3967000000.0,-3783000000.0,-8064000000.0
Property Plant Equipment,16565000000.0,16655000000.0,16842000000.0,16757000000.0
Total Current Assets,40879000000.0,42552000000.0,43376000000.0,43511000000.0
Net Tangible Assets,-22802000000.0,-22554000000.0,-22661000000.0,-26709000000.0
Net Receivables,19397000000.0,20275000000.0,19185000000.0,19732000000.0
Long Term Debt,29815000000.0,29831000000.0,30962000000.0,31178000000.0
Inventory,9548000000.0,9498000000.0,9411000000.0,9843000000.0
Accounts Payable,8043000000.0,9182000000.0,8639000000.0,8143000000.0
Deferred Long Term Liab,,,1981000000.0,1912000000.0
Deferred Long Term Asset Charges,,,,699000000.0
Change To Liabilities,-1260000000.0,482000000.0,-25000000.0,682000000.0
Total Cashflows From Investing Activities,-343000000.0,582000000.0,-809000000.0,2096000000.0
Net Borrowings,-59000000.0,-299000000.0,-1006000000.0,-14000000.0
Total Cash From Financing Activities,-1556000000.0,-1539000000.0,-1769000000.0,-692000000.0
Change To Operating Activities,-65000000.0,-193000000.0,-64000000.0,-201000000.0
Issuance Of Stock,1000000.0,1000000.0,9000000.0,9000000.0
Net Income,1032000000.0,753000000.0,135000000.0,264000000.0
Change In Cash,-536000000.0,-216000000.0,-1200000000.0,3015000000.0
Repurchase Of Stock,-632000000.0,-375000000.0,-375000000.0,-4000000.0
Effect Of Exchange Rate,56000000.0,23000000.0,43000000.0,21000000.0
Total Cash From Operating Activities,1307000000.0,718000000.0,1335000000.0,1590000000.0
Depreciation,1132000000.0,1123000000.0,1153000000.0,1164000000.0
Other Cashflows From Investing Activities,41000000.0,39000000.0,62000000.0,183000000.0
Dividends Paid,-756000000.0,-705000000.0,-706000000.0,-688000000.0
Change To Inventory,-20000000.0,-113000000.0,523000000.0,439000000.0
Change To Account Receivables,846000000.0,-1110000000.0,115000000.0,-273000000.0
Other Cashflows From Financing Activities,-110000000.0,-161000000.0,-66000000.0,14000000.0
Change To Netincome,-358000000.0,-224000000.0,-502000000.0,-485000000.0
Capital Expenditures,-360000000.0,-387000000.0,-623000000.0,-389000000.0
Investments,,-6000000.0,-6000000.0,-6000000.0
