,2020-10-02,2019-09-27,2018-09-28,2017-09-29
Intangible Assets,53500000.0,107900000.0,143700000.0,67800000.0
Capital Surplus,3403700000.0,3188000000.0,3061000000.0,2893800000.0
Total Liab,942500000.0,717300000.0,731900000.0,507900000.0
Total Stockholder Equity,4164200000.0,4122300000.0,4097000000.0,4065700000.0
Other Current Liab,79800000.0,107500000.0,74600000.0,61400000.0
Total Assets,5106700000.0,4839600000.0,4828900000.0,4573600000.0
Common Stock,41400000.0,42500000.0,44400000.0,45800000.0
Other Current Assets,143200000.0,105000000.0,88800000.0,68700000.0
Retained Earnings,4820400000.0,4312600000.0,3732900000.0,3059600000.0
Other Liab,343400000.0,343300000.0,342200000.0,120000000.0
Good Will,1189800000.0,1189800000.0,1189800000.0,883000000.0
Treasury Stock,-4101300000.0,-3420800000.0,-2741300000.0,-1933500000.0
Other Assets,123200000.0,74100000.0,69500000.0,106800000.0
Cash,566700000.0,851300000.0,733300000.0,1616800000.0
Total Current Liabilities,448400000.0,374000000.0,389700000.0,387900000.0
Deferred Long Term Asset Charges,55300000.0,40800000.0,36500000.0,66500000.0
Other Stockholder Equity,-7800000.0,-7900000.0,-8800000.0,-8500000.0
Property Plant Equipment,1417400000.0,1205600000.0,1140900000.0,882300000.0
Total Current Assets,2317600000.0,2234600000.0,2262200000.0,2633700000.0
Long Term Investments,5200000.0,27600000.0,22800000.0,
Net Tangible Assets,2920900000.0,2824600000.0,2763500000.0,3114900000.0
Short Term Investments,408100000.0,203300000.0,294100000.0,
Net Receivables,393600000.0,465300000.0,655800000.0,454700000.0
Inventory,806000000.0,609700000.0,490200000.0,493500000.0
Accounts Payable,226900000.0,190500000.0,229900000.0,258400000.0
