,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-42905000000.0,1430000000.0,1777000000.0,-4048000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-43652000000.0,8348000000.0,-4963000000.0,-5410000000.0
Net Borrowings,-13758000000.0,4112000000.0,476000000.0,4962000000.0
Total Cash From Financing Activities,36018000000.0,5353000000.0,1502000000.0,-549000000.0
Change To Operating Activities,732000000.0,-3234000000.0,202000000.0,603000000.0
Net Income,4482000000.0,3224000000.0,3237000000.0,2394000000.0
Change In Cash,-197000000.0,15221000000.0,888000000.0,-1324000000.0
Total Cash From Operating Activities,7437000000.0,1520000000.0,4349000000.0,4635000000.0
Depreciation,1608000000.0,630000000.0,555000000.0,550000000.0
Other Cashflows From Investing Activities,-106000000.0,230000000.0,185000000.0,-132000000.0
Dividends Paid,-2725000000.0,-1459000000.0,-1343270000.0,-1179000000.0
Other Cashflows From Financing Activities,49552000000.0,2742000000.0,3609000000.0,-2719000000.0
Change To Netincome,1444000000.0,844000000.0,198000000.0,973000000.0
Capital Expenditures,-815000000.0,-224000000.0,-363000000.0,-363000000.0
Repurchase Of Stock,,,-1205000000.0,-1613000000.0
