,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,41669000.0,-435000.0,-4467000.0,12556000.0
Total Cashflows From Investing Activities,-172577000.0,-137015000.0,-81431000.0,-54746000.0
Net Borrowings,198704000.0,-50057000.0,-11284000.0,-167618000.0
Total Cash From Financing Activities,-42602000.0,-227585000.0,-290011000.0,-277421000.0
Change To Operating Activities,-25602000.0,-49025000.0,32287000.0,24087000.0
Issuance Of Stock,44587000.0,38809000.0,27639000.0,22935000.0
Net Income,377778000.0,425521000.0,410573000.0,337257000.0
Change In Cash,393270000.0,166174000.0,90457000.0,139986000.0
Repurchase Of Stock,-122550000.0,-67264000.0,-185481000.0,-35302000.0
Effect Of Exchange Rate,39176000.0,2712000.0,-17446000.0,39400000.0
Total Cash From Operating Activities,569273000.0,528062000.0,479345000.0,432753000.0
Depreciation,83495000.0,76876000.0,77544000.0,84216000.0
Other Cashflows From Investing Activities,-186000.0,115000.0,-1500000.0,-533000.0
Dividends Paid,-151838000.0,-147208000.0,-127478000.0,-111172000.0
Change To Inventory,36523000.0,-3322000.0,-23031000.0,760000.0
Change To Account Receivables,20873000.0,22338000.0,-23419000.0,-15803000.0
Other Cashflows From Financing Activities,-11505000.0,-1865000.0,6593000.0,13736000.0
Change To Netincome,32821000.0,54754000.0,8526000.0,-11640000.0
Capital Expenditures,-51545000.0,-50912000.0,-56089000.0,-43858000.0
