,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,7363000.0,-79098000.0,-79098000.0,-79098000.0
Change To Liabilities,-16994000.0,-3184000.0,9927000.0,2767000.0
Total Cashflows From Investing Activities,-4767646000.0,-9272431000.0,-10415788000.0,-3590333000.0
Net Borrowings,15423060000.0,12999726000.0,4192273000.0,6873914000.0
Total Cash From Financing Activities,924217000.0,3649801000.0,3339696000.0,-186785000.0
Change To Operating Activities,-62551000.0,14616000.0,-5134000.0,80573000.0
Issuance Of Stock,736000.0,4501000.0,10289000.0,15104000.0
Net Income,910911000.0,994370000.0,915926000.0,1172807000.0
Change In Cash,169060000.0,-89397000.0,-831223000.0,164228000.0
Repurchase Of Stock,-776942000.0,-337967000.0,-182560000.0,-182560000.0
Total Cash From Operating Activities,4012489000.0,5533233000.0,6244869000.0,3941346000.0
Depreciation,2209000000.0,1988552000.0,1668467000.0,1403653000.0
Other Cashflows From Investing Activities,423108000.0,741966000.0,1095417000.0,881353000.0
Dividends Paid,-212637000.0,-291459000.0,-180306000.0,-10803000.0
Other Cashflows From Financing Activities,-13510000000.0,-8725000000.0,-500000000.0,-7065000000.0
Change To Netincome,1134418000.0,2543093000.0,3636708000.0,1278861000.0
Capital Expenditures,-6884130000.0,-8589783000.0,-9829751000.0,-6024331000.0
