,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,1587000.0,264244000.0,-166628000.0,-94711000.0
Change To Liabilities,-49275000.0,-10419000.0,19384000.0,30568000.0
Total Cashflows From Investing Activities,-27171000.0,140728000.0,-232231000.0,-147784000.0
Net Borrowings,-724000.0,-724000.0,-724000.0,-14236000.0
Total Cash From Financing Activities,-151700000.0,-190722000.0,-270014000.0,-84403000.0
Change To Operating Activities,-83126000.0,-46812000.0,41321000.0,-931000.0
Issuance Of Stock,6919000.0,19793000.0,18484000.0,19946000.0
Net Income,108013000.0,330489000.0,268256000.0,105123000.0
Change In Cash,104716000.0,234214000.0,-221371000.0,121777000.0
Repurchase Of Stock,-137422000.0,-127508000.0,-205885000.0,-39204000.0
Effect Of Exchange Rate,7510000.0,-1244000.0,-8695000.0,12836000.0
Total Cash From Operating Activities,276077000.0,285452000.0,289569000.0,341128000.0
Depreciation,63400000.0,62800000.0,61200000.0,63800000.0
Dividends Paid,-17195000.0,-65127000.0,-62664000.0,-50909000.0
Change To Inventory,64884000.0,-84058000.0,-94716000.0,46662000.0
Change To Account Receivables,22885000.0,-37429000.0,-29509000.0,-24197000.0
Other Cashflows From Financing Activities,-3278000.0,-17880000.0,-19949000.0,-19949000.0
Change To Netincome,140214000.0,80283000.0,27591000.0,61401000.0
Capital Expenditures,-28758000.0,-123516000.0,-65622000.0,-53352000.0
