,2021-07-02,2021-04-02,2020-12-31,2020-09-25
Intangible Assets,234800000.0,241100000.0,250500000.0,250900000.0
Capital Surplus,13800000.0,8700000.0,7600000.0,
Total Liab,2990400000.0,3016100000.0,2881300000.0,1016300000.0
Total Stockholder Equity,345500000.0,264300000.0,187800000.0,1583100000.0
Minority Interest,3800000.0,3700000.0,3900000.0,4300000.0
Other Current Liab,114700000.0,113700000.0,313700000.0,7500000.0
Total Assets,3339700000.0,3284100000.0,3073000000.0,2603700000.0
Other Current Assets,9900000.0,10700000.0,10800000.0,3900000.0
Retained Earnings,155500000.0,77400000.0,-13600000.0,
Other Liab,201500000.0,209200000.0,217200000.0,281400000.0
Good Will,1079200000.0,1082900000.0,1092100000.0,1058700000.0
Treasury Stock,176200000.0,178200000.0,193800000.0,137300000.0
Other Assets,366600000.0,362200000.0,411400000.0,403200000.0
Cash,703400000.0,670300000.0,380500000.0,
Total Current Liabilities,778700000.0,798200000.0,838300000.0,705400000.0
Other Stockholder Equity,176200000.0,178200000.0,193800000.0,137300000.0
Property Plant Equipment,133600000.0,133900000.0,136900000.0,134600000.0
Total Current Assets,1469700000.0,1411200000.0,1182100000.0,756300000.0
Long Term Investments,55800000.0,52800000.0,,
Net Tangible Assets,-968500000.0,-1059700000.0,-1154800000.0,273500000.0
Net Receivables,407000000.0,397000000.0,456100000.0,431100000.0
Long Term Debt,1982500000.0,1981800000.0,1795300000.0,
Inventory,250300000.0,242700000.0,233700000.0,217600000.0
Accounts Payable,363800000.0,375100000.0,367400000.0,356300000.0
Deferred Long Term Asset Charges,,,102600000.0,
Common Stock,,,,1445800000.0
