,Unnamed: 0,2021-03-31,2020-12-31,2020-09-30,2020-06-30
0,Intangible Assets,,571000000.0,584000000.0,589000000.0
1,Capital Surplus,,4668000000.0,4683000000.0,4703000000.0
2,Total Liab,,7866000000.0,7838000000.0,7914000000.0
3,Total Stockholder Equity,,3522000000.0,3446000000.0,3394000000.0
4,Other Current Liab,,353000000.0,322000000.0,307000000.0
5,Total Assets,,11443000000.0,11339000000.0,11363000000.0
6,Common Stock,,433000000.0,434000000.0,436000000.0
7,Other Current Assets,,1000000.0,3000000.0,4000000.0
8,Retained Earnings,,364000000.0,258000000.0,223000000.0
9,Other Liab,,1407000000.0,1473000000.0,1470000000.0
10,Good Will,,4102000000.0,4072000000.0,4051000000.0
11,Treasury Stock,,-1943000000.0,-1929000000.0,-1968000000.0
12,Other Assets,,375000000.0,412000000.0,345000000.0
13,Cash,,1610000000.0,1365000000.0,1281000000.0
14,Total Current Liabilities,,1660000000.0,1577000000.0,1658000000.0
15,Deferred Long Term Asset Charges,,272000000.0,262000000.0,194000000.0
16,Short Long Term Debt,,376000000.0,384000000.0,391000000.0
17,Other Stockholder Equity,,-1943000000.0,-1929000000.0,-1968000000.0
18,Property Plant Equipment,,2723000000.0,2671000000.0,2676000000.0
19,Total Current Assets,,3672000000.0,3600000000.0,3702000000.0
20,Net Tangible Assets,,-1151000000.0,-1210000000.0,-1246000000.0
21,Net Receivables,,357000000.0,430000000.0,527000000.0
22,Long Term Debt,,4699000000.0,4697000000.0,4695000000.0
23,Inventory,,1488000000.0,1592000000.0,1673000000.0
24,Accounts Payable,,599000000.0,521000000.0,632000000.0
0,Net Income,0.0,106000000.0,36000000.0,-96000000.0
1,Change To Liabilities,0.0,58000000.0,0.0,-188000000.0
2,Total Cashflows From Investing Activities,,119000000.0,119000000.0,33000000.0
3,Net Borrowings,,-9000000.0,-9000000.0,-845000000.0
4,Total Cash From Financing Activities,,-30000000.0,-30000000.0,-1422000000.0
5,Change To Operating Activities,,-142000000.0,-142000000.0,-59000000.0
6,Issuance Of Stock,,3000000.0,3000000.0,3000000.0
7,Change In Cash,,243000000.0,243000000.0,-1358000000.0
8,Repurchase Of Stock,,-22000000.0,-22000000.0,-22000000.0
9,Effect Of Exchange Rate,,3000000.0,3000000.0,3000000.0
10,Total Cash From Operating Activities,,151000000.0,151000000.0,31000000.0
11,Depreciation,,126000000.0,126000000.0,74000000.0
12,Other Cashflows From Investing Activities,,52000000.0,52000000.0,179000000.0
13,Dividends Paid,,-1000000.0,-1000000.0,-1000000.0
14,Change To Inventory,,116000000.0,116000000.0,116000000.0
15,Change To Account Receivables,,-121000000.0,-121000000.0,140000000.0
16,Other Cashflows From Financing Activities,,-1000000.0,-1000000.0,-577000000.0
17,Change To Netincome,,-49000000.0,-49000000.0,154000000.0
18,Capital Expenditures,,-47000000.0,-47000000.0,-32000000.0
