,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,93283874.0,28895121.0,-94965675.0,23432563.0
Change To Liabilities,-12854038.0,4743601.0,2911849.0,9934837.0
Total Cashflows From Investing Activities,26416437.0,-56711082.0,-185821194.0,-77712570.0
Total Cash From Financing Activities,-363858794.0,-369959438.0,-719306670.0,-400032789.0
Change To Operating Activities,38476955.0,-893030.0,-11047821.0,29131270.0
Issuance Of Stock,41803640.0,77821151.0,66837820.0,47770467.0
Net Income,347563621.0,424683939.0,437883097.0,406791922.0
Change In Cash,127049414.0,79296344.0,-352709218.0,23257421.0
Repurchase Of Stock,-288480506.0,-331471392.0,-591577851.0,-231363216.0
Total Cash From Operating Activities,464491771.0,505966864.0,552418646.0,501002780.0
Depreciation,104739900.0,104702974.0,102186814.0,99570908.0
Other Cashflows From Investing Activities,-4327398.0,-3027263.0,-5603042.0,2646029.0
Dividends Paid,-117181928.0,-116309197.0,-116566639.0,-108815040.0
Change To Inventory,22725798.0,-23660256.0,-8516016.0,-27454146.0
Change To Account Receivables,-49290457.0,-21872527.0,17583989.0,-19530043.0
Change To Netincome,13129992.0,18262163.0,11416734.0,2558032.0
Capital Expenditures,-51706541.0,-84580255.0,-85990570.0,-104040919.0
Net Borrowings,,,-78000000.0,-107625000.0
