,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-6300720.0,-14360286.0,20485696.0,29823945.0
Change To Liabilities,-5799648.0,22277513.0,-5464456.0,30063362.0
Total Cashflows From Investing Activities,-23786422.0,-40609254.0,1704867.0,21283273.0
Total Cash From Financing Activities,-140514694.0,-117670032.0,-114280894.0,-103187281.0
Change To Operating Activities,-62279439.0,25001768.0,-20206760.0,38385585.0
Issuance Of Stock,4391044.0,9265840.0,18126459.0,7966489.0
Net Income,86506418.0,113450870.0,143339251.0,117092602.0
Change In Cash,-102907948.0,32569715.0,22871494.0,56688058.0
Repurchase Of Stock,-115921079.0,-97692763.0,-78000060.0,-31660862.0
Total Cash From Operating Activities,61393168.0,190849001.0,135447521.0,138592066.0
Depreciation,25898534.0,25599131.0,26250874.0,25051328.0
Other Cashflows From Investing Activities,1185247.0,-1643884.0,-1000615.0,559735.0
Dividends Paid,-28984660.0,-29243108.0,-29407293.0,-29492908.0
Change To Inventory,-30839669.0,-6768464.0,7066259.0,26370087.0
Change To Account Receivables,43530647.0,7253692.0,-16457460.0,-97814861.0
Other Cashflows From Financing Activities,1.0,-1.0,-1.0,-1.0
Change To Netincome,4376325.0,4034491.0,919813.0,-556037.0
Capital Expenditures,-18753055.0,-12599388.0,-14658468.0,-8220007.0
Net Borrowings,,,-25000000.0,-50000000.0
