Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,77400000.0,112100000.0,66700000.0,26000000.0
Capital Surplus,6445200000.0,5756800000.0,5170300000.0,4679200000.0
Total Liab,1409800000.0,1448500000.0,1159200000.0,996400000.0
Total Stockholder Equity,9731500000.0,8263800000.0,6678800000.0,4778800000.0
Minority Interest,27600000.0,20900000.0,8700000.0,1600000.0
Deferred Long Term Liab,53100000.0,51500000.0,34200000.0,31400000.0
Other Current Liab,423000000.0,455900000.0,393000000.0,320700000.0
Total Assets,11168900000.0,9733200000.0,7846700000.0,5776800000.0
Common Stock,100000.0,100000.0,100000.0,100000.0
Retained Earnings,3261300000.0,2494500000.0,1521700000.0,115000000.0
Other Liab,386600000.0,418300000.0,338600000.0,333600000.0
Good Will,336700000.0,307200000.0,240600000.0,201100000.0
Treasury Stock,24900000.0,12400000.0,-13300000.0,-15500000.0
Other Assets,699800000.0,754900000.0,622900000.0,241800000.0
Cash,1622600000.0,1167600000.0,857900000.0,648200000.0
Total Current Liabilities,965200000.0,1030200000.0,820600000.0,662800000.0
Deferred Long Term Asset Charges,367700000.0,425600000.0,428600000.0,72000000.0
Other Stockholder Equity,24900000.0,12400000.0,-13300000.0,-15500000.0
Property Plant Equipment,1641200000.0,1272900000.0,812000000.0,613100000.0
Total Current Assets,6625900000.0,4662600000.0,4333200000.0,2808900000.0
Long Term Investments,1787900000.0,2623500000.0,1771300000.0,1885900000.0
Net Tangible Assets,9317400000.0,7844500000.0,6371500000.0,4551700000.0
Short Term Investments,3548900000.0,2054100000.0,2205200000.0,1312400000.0
Net Receivables,726600000.0,708300000.0,733500000.0,549800000.0
Inventory,601500000.0,595500000.0,409000000.0,241200000.0
Accounts Payable,81600000.0,123500000.0,100700000.0,82500000.0
Other Current Assets,,,86200000.0,2100000.0
Investments,-561400000.0,-669100000.0,-774300000.0,569400000.0
Change To Liabilities,-17300000.0,47800000.0,71000000.0,57700000.0
Total Cashflows From Investing Activities,-940600000.0,-1154400000.0,-1049600000.0,378700000.0
Total Cash From Financing Activities,-85700000.0,-168400000.0,126300000.0,-1913100000.0
Change To Operating Activities,-91500000.0,-47600000.0,-14400000.0,211700000.0
Issuance Of Stock,308800000.0,272800000.0,236600000.0,415500000.0
Net Income,1060600000.0,1379300000.0,1127900000.0,670900000.0
Change In Cash,455900000.0,273200000.0,246200000.0,-388400000.0
Repurchase Of Stock,-309500000.0,-428600000.0,-120000000.0,-2330600000.0
Effect Of Exchange Rate,-2600000.0,-2200000.0,-100000.0,2100000.0
Total Cash From Operating Activities,1484800000.0,1598200000.0,1169600000.0,1143900000.0
Depreciation,270400000.0,199700000.0,120100000.0,95000000.0
Change To Inventory,-170100000.0,-360500000.0,-279000000.0,-115500000.0
Change To Account Receivables,5700000.0,38800000.0,-161300000.0,-81400000.0
Other Cashflows From Financing Activities,-85000000.0,-12600000.0,9700000.0,2000000.0
Change To Netincome,409900000.0,327600000.0,294700000.0,294600000.0
Capital Expenditures,-341500000.0,-425600000.0,-187400000.0,-190700000.0
